finalist,year,winner_Nominee,item_award,award_description
Meryl Streep,2017,Nominee,DFWFCA Award,Best Actress
Meryl Streep,1986,Winner,David,Best Foreign Actress (Migliore Attrice Straniera)
Meryl Streep,2018,Nominee,DFCS Award,Best Actress
Meryl Streep,2014,Nominee,DFCS Award,Best Ensemble
Meryl Streep,2009,Nominee,DFCC,Best Actress
Meryl Streep,2002,Winner,Icon Award,
Meryl Streep,2012,Nominee,Empire Award,Best Actress
Meryl Streep,2020,Winner,Golden Carp Film Award - International,Best Ensemble Performance
Meryl Streep,2008,Winner,Gala Tribute,
Meryl Streep,2003,Winner,FFCC Award,Best Supporting Actress
Meryl Streep,1982,Nominee,Fotogramas de Plata,Best Foreign Movie Performer (Mejor intérprete extranjero)
Meryl Streep,2018,Winner,Timeless Award,
Meryl Streep,2014,Winner,Giffoni Award,Giffoni Fellowship Award
Meryl Streep,2020,Nominee,Gold Derby Award,Ensemble Cast
Meryl Streep,2009,Winner,Golden Camera,Best International Actress
Meryl Streep,2009,Nominee,Golden Schmoes,Best Actress of the Year
Meryl Streep,2006,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Meryl Streep,2005,Winner,Gracie,Outstanding Female Lead in a Drama Special
Meryl Streep,2006,Nominee,Grammy,Best Spoken Word Album for Children
Meryl Streep,1980,Winner,Woman of the Year,
Meryl Streep,2013,Winner,Hollywood Film Award,Ensemble of the Year
Meryl Streep,2013,Nominee,HFCS Award,Best Actress
Meryl Streep,2014,Nominee,IGN Award,Best Movie Supporting Actress
Meryl Streep,2009,Nominee,IFJA Award,Best Actress
Meryl Streep,2009,Nominee,ICP Award,Best Lead Performance
Meryl Streep,2010,Nominee,ICS Award,Best Actress
Meryl Streep,2015,Nominee,INOCA,Best Supporting Actress
Meryl Streep,2012,Nominee,IOFCP Award,Best Actress in a Leading Role
Meryl Streep,2012,Nominee,IFC Award,Best Actress
Meryl Streep,2012,Nominee,IFTA Award,Best International Actress
Meryl Streep,1986,Nominee,Silver Ribbon,Best Foreign Actress (Migliore Attrice Straniera)
Meryl Streep,2012,Winner,IOMA,Best Actress (Miglior attrice protagonista)
Meryl Streep,2019,Nominee,Jupiter Award,Best International Actress
Meryl Streep,2009,Winner,KCFCC Award,Best Actress
Meryl Streep,2015,Nominee,Blimp Award,Favorite Villain
Meryl Streep,2003,Winner,Screen Idol Award,Best Performance by an Actress in a Leading Role
Meryl Streep,2002,Nominee,Sierra Award,Best Supporting Actress
Meryl Streep,2012,Winner,ALFS Award,Actress of the Year
Meryl Streep,1985,Winner,LAFCA Award,Best Actress
Meryl Streep,2012,Winner,MINY,Honoree
Meryl Streep,2004,Winner,Stanislavsky Prize,
Meryl Streep,2004,Nominee,Grace Award,Most Inspirational Television Acting
Meryl Streep,2015,Winner,MTV Movie Award,Best Villain
Meryl Streep,2017,Winner,NBR Award,Best Actress
Meryl Streep,2008,Winner,National Movie Award,Best Performance - Female
Meryl Streep,2012,Nominee,NSFC Award,Best Actress
Meryl Streep,2013,Winner,NFCS Award,Best Actress
Meryl Streep,2011,Winner,NYFCC Award,Best Actress
Meryl Streep,2011,Winner,NYFCO Award,Best Actress
Meryl Streep,1983,Winner,Muse Award,
Meryl Streep,2018,Nominee,NCFCA Award,Best Actress
Meryl Streep,2017,Nominee,NTFCA Award,Best Actress
Meryl Streep,2009,Winner,OFCC Award,Best Actress
Meryl Streep,2020,Nominee,OFTA Film Award,Best Ensemble
Meryl Streep,2012,Nominee,OFCS Award,Best Actress
Meryl Streep,2003,Winner,Commander of the Order of Arts and Letters,
Meryl Streep,2019,Winner,Ensemble Cast Award,
Meryl Streep,2017,Nominee,People's Choice Award,Favorite Dramatic Movie Actress
Meryl Streep,2016,Nominee,PFCS Award,Best Actress in a Leading Role
Meryl Streep,2014,Nominee,Prism Award,Performance in a Feature Film
Meryl Streep,2013,Winner,Rembrandt Award,Best International Actress (Beste Buitenlandse Actrice)
Meryl Streep,2012,Winner,RAFA,Best Actress
Meryl Streep,2009,Winner,Golden Marc'Aurelio Acting Award,
Meryl Streep,2003,Nominee,Golden Aries,Best Foreign Actress
Meryl Streep,2014,Nominee,Georges Award,Best Foreign Actress of the Decade
Meryl Streep,2009,Nominee,SDFCS Award,Best Actress
Meryl Streep,2013,Nominee,SFFCC Award,Best Actress
Meryl Streep,2008,Winner,Donostia Lifetime Achievement Award,
Meryl Streep,2004,Nominee,Sant Jordi,Best Foreign Actress (Mejor Actriz Extranjera)
Meryl Streep,2019,Nominee,Satellite Award,"Best Actress in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television"
Meryl Streep,2020,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Meryl Streep,2017,Nominee,Seattle Film Critics Award,Best Actress
Meryl Streep,2013,Winner,Audience Award,Best Foreign Actress (Melhor Atriz Estrangeira)
Meryl Streep,2018,Winner,President's Award,
Meryl Streep,2011,Winner,SEFCA Award,Best Actress
Meryl Streep,2017,Nominee,SLFCA Award,Best Actress
Meryl Streep,2006,Nominee,Teen Choice Award,Movies - Choice Chemistry
Meryl Streep,1998,Winner,Silver Medallion Award,
Meryl Streep,2011,Winner,Kennedy Center Honors,
Meryl Streep,2011,Nominee,TFCA Award,Best Actress
Meryl Streep,2019,Winner,Tribute Actor Award,
Meryl Streep,2002,Winner,UFCA Award,Best Supporting Actress
Meryl Streep,1986,Winner,Best Actress,
Meryl Streep,2012,Nominee,VFCC Award,Best Actress
Meryl Streep,2011,Nominee,VVFP Award,Best Actress
Meryl Streep,1998,Winner,Star on the Walk of Fame,Motion Picture
Meryl Streep,2017,Nominee,WAFCA Award,Best Actress
Meryl Streep,2015,Winner,WFCC Award,Women's Work/Best Ensemble
Meryl Streep,1998,Winner,Crystal Award,
Meryl Streep,2018,Nominee,WIN Award,Outstanding Actress Feature Film
Meryl Streep,1990,Winner,Yoga Award,Worst Foreign Actress
Matthew Macfadyen,2020,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Matthew Macfadyen,2010,Winner,BAFTA TV Award,Best Supporting Actor
Matthew Macfadyen,2005,Nominee,British Independent Film Award,Best Actor
Matthew Macfadyen,2019,Nominee,Critics Choice Award,Best Supporting Actor in a Drama Series
Matthew Macfadyen,2006,Winner,Camie,
Matthew Macfadyen,2010,Winner,Dagger,Best Supporting Actor
Matthew Macfadyen,2020,Nominee,Gold Derby TV Award,Drama Supporting Actor
Matthew Macfadyen,2019,Winner,IGN Award,Best TV Ensemble
Matthew Macfadyen,2006,Nominee,ALFS Award,British Newcomer of the Year
Matthew Macfadyen,2018,Nominee,Golden Nymph,Outstanding Actor in a Long Fiction Program
Matthew Macfadyen,2005,Winner,New Zealand Screen Award,Performance by an Actor in a Leading Role
Matthew Macfadyen,2020,Nominee,OFTA Television Award,Best Supporting Actor in a Drama Series
Matthew Macfadyen,2009,Nominee,RTS Television Award,Best Actor (Male)
Matthew Macfadyen,2009,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Kieran Culkin,2020,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Kieran Culkin,2020,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Kieran Culkin,2003,Winner,Critics Choice Award,Best Young Actor/Actress
Kieran Culkin,2020,Nominee,Gold Derby TV Award,Drama Supporting Actor
Kieran Culkin,2002,Nominee,Golden Schmoes,Breakthrough Performance of the Year
Kieran Culkin,2019,Winner,IGN Award,Best TV Ensemble
Kieran Culkin,2002,Winner,Sierra Award,Youth in Film
Kieran Culkin,2003,Nominee,MTV Movie Award,Breakthrough Male Performance
Kieran Culkin,2020,Nominee,OFTA Television Award,Best Supporting Actor in a Drama Series
Kieran Culkin,2003,Winner,Golden Satellite Award,"Best Actor in a Motion Picture, Comedy or Musical"
Kieran Culkin,2011,Nominee,Scream Award,Best Supporting Actor
Kieran Culkin,2000,Nominee,Actor,Outstanding Performance by a Cast in a Theatrical Motion Picture
Kieran Culkin,1999,Nominee,Young Artist Award,Best Performance in a Feature Film - Leading Young Actor
Mark Duplass,2020,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Mark Duplass,2005,Winner,Jury Prize,Best Lead Actor - Male
Mark Duplass,2020,Nominee,Daytime Emmy,Outstanding Young Adult Program
Mark Duplass,2010,Nominee,Grand Special Prize,
Mark Duplass,2016,Nominee,Chainsaw Award,Best Actor
Mark Duplass,2006,Nominee,John Cassavetes Award,
Mark Duplass,2004,Winner,Grand Jury Award,Best Narrative Short
Mark Duplass,2017,Nominee,Fright Meter Award,Best Actor
Mark Duplass,2009,Winner,Best Actor,
Mark Duplass,2012,Winner,Gotham Independent Film Award,Best Ensemble Performance
Mark Duplass,2016,Winner,iHorror Award,Best Male Performance - Horror Movie
Mark Duplass,2018,Winner,IDA Award,Best Limited Series
Mark Duplass,2019,Nominee,PGA Award,Outstanding Producer of Non-Fiction Television
Mark Duplass,2012,Nominee,PFCS Award,Breakthrough Performance on Camera
Mark Duplass,2019,Nominee,Satellite Award,"Best Actor in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television"
Mark Duplass,2012,Nominee,Audience Award,Narrative Spotlight
Bradley Whitford,2003,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Bradley Whitford,2020,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Bradley Whitford,2015,Winner,Critics' Choice TV Award,Best Guest Performer in a Comedy Series
Bradley Whitford,2017,Nominee,Fright Meter Award,Best Supporting Actor
Bradley Whitford,2009,Nominee,Gemini,Best Performance by an Actor in a Leading Role in a Dramatic Program or Mini-Series
Bradley Whitford,2019,Winner,Gold Derby TV Award,Drama Guest Actor
Bradley Whitford,2018,Nominee,OFTA Film Award,Best Ensemble
Bradley Whitford,2013,Nominee,PFCS Award,Best Acting Ensemble
Bradley Whitford,2006,Nominee,Satellite Award,"Best Actor in a Series, Drama"
Bradley Whitford,2020,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Bradley Whitford,2000,Nominee,Q Award,Best Supporting Actor in a Quality Drama Series
Bradley Whitford,2006,Nominee,WGA Award (TV),Dramatic Series
Shira Haas,2020,Nominee,Primetime Emmy,Outstanding Lead Actress in a Limited Series or Movie
Shira Haas,2020,Nominee,Award of the Israeli Film Academy,Best Supporting Actress
Shira Haas,2019,Winner,Jury Prize,Best actress
Shira Haas,2020,Nominee,German Television Award,Best Actress (Beste Schauspielerin)
Shira Haas,2020,Nominee,Gold Derby TV Award,Breakthrough Performer of the Year
Shira Haas,2014,Winner,Haggiag Award,Best Actress
Shira Haas,2020,Nominee,OFTA Television Award,Best Actress in a Motion Picture or Limited Series
Shira Haas,2015,Winner,Peace & Love,Best Actress
Shira Haas,2020,Winner,Best Actress,International Narrative
Jeffrey Wright,2004,Winner,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Jeffrey Wright,2020,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Jeffrey Wright,2019,Nominee,Saturn Award,Best Actor in a Television Series
Jeffrey Wright,2002,Winner,AFI Award,Actor of the Year - Male - TV Movie or Mini-Series
Jeffrey Wright,2006,Nominee,Black Movie Award,Outstanding Performance by an Actor in a Supporting Role
Jeffrey Wright,2016,Nominee,Black Reel,Outstanding Voice Performance
Jeffrey Wright,2020,Nominee,Black Reel,"Outstanding Supporting Actor, Drama Series"
Jeffrey Wright,2012,Nominee,COFCA Award,Best Ensemble
Jeffrey Wright,2007,Winner,Career Achievement Award,
Jeffrey Wright,2006,Nominee,Chlotrudis Award,Best Supporting Actor
Jeffrey Wright,2014,Nominee,Critics' Choice TV Award,Best Supporting Actor in a Drama Series
Jeffrey Wright,2019,Winner,Lost Weekend Award,Best Supporting Actor
Jeffrey Wright,2006,Nominee,Independent Spirit Award,Best Supporting Male
Jeffrey Wright,2018,Winner,Jury Prize,Best Documentary Short
Jeffrey Wright,2018,Nominee,Gold Derby TV Award,Drama Actor
Jeffrey Wright,2016,Winner,IGN People's Choice Award,Best TV Actor
Jeffrey Wright,2017,Nominee,Image Award,"Outstanding Actor in a Television Movie, Limited Series or Dramatic Special"
Jeffrey Wright,2018,Nominee,IDA Award,Best Short
Jeffrey Wright,2015,Nominee,Vision Award,Best Performance - Drama
Jeffrey Wright,2018,Nominee,OFTA Television Award,Best Actor in a Drama Series
Jeffrey Wright,2005,Winner,SDFCS Award,Best Supporting Actor
Jeffrey Wright,2004,Nominee,Golden Satellite Award,"Best Actor in a Supporting Role in a Series, Miniseries or a Motion Picture Made for Television"
Jeffrey Wright,2017,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Jeffrey Wright,2000,Winner,TFCA Award,"Best Supporting Performance, Male"
Jeffrey Wright,2018,Winner,Best Actor,
Billy Crudup,2020,Winner,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Billy Crudup,2015,Winner,ACCA,Best Cast Ensemble
Billy Crudup,2007,Winner,Silver Berlin Bear,Outstanding Artistic Contribution
Billy Crudup,2001,Nominee,Blockbuster Entertainment Award,Favorite Actor - Drama/Romance
Billy Crudup,2020,Winner,Critics Choice Award,Best Supporting Actor in a Drama Series
Billy Crudup,1995,Winner,Clarence Derwent Award,Best supporting Male (USA)
Billy Crudup,2016,Winner,Robert Altman Award,
Billy Crudup,2020,Nominee,Dorian TV Award,Best Supporting TV Performance - Actor
Billy Crudup,2020,Nominee,Gold Derby TV Award,Drama Supporting Actor
Billy Crudup,2001,Nominee,MTV Movie Award,Best Line from a Movie
Billy Crudup,1998,Winner,NBR Award,Breakthrough Performance - Male
Billy Crudup,2020,Winner,OFTA Television Award,Best Supporting Actor in a Drama Series
Billy Crudup,2001,Winner,OFCS Award,Best Ensemble
Billy Crudup,2000,Winner,Best Actor,
Billy Crudup,2002,Nominee,Golden Satellite Award,"Best Performance by an Actor in a Supporting Role, Drama"
Billy Crudup,2020,Nominee,Actor,Outstanding Performance by a Male Actor in a Drama Series
Billy Crudup,2001,Nominee,VFCC Award,Best Actor
Billy Crudup,1999,Winner,Bronze Wrangler,Theatrical Motion Picture
Paul Mescal,2020,Nominee,Primetime Emmy,Outstanding Lead Actor in a Limited Series or Movie
Paul Mescal,2020,Nominee,Dorian TV Award,Best TV Performance - Actor
Paul Mescal,2020,Winner,Gold Derby TV Award,Breakthrough Performer of the Year
Paul Mescal,2020,Nominee,OFTA Television Award,Best Actor in a Motion Picture or Limited Series
Octavia Spencer,2018,Nominee,Oscar,Best Performance by an Actress in a Supporting Role
Octavia Spencer,2018,Nominee,Golden Globe,Best Performance by an Actress in a Supporting Role in a Motion Picture
Octavia Spencer,2020,Nominee,Primetime Emmy,Outstanding Lead Actress in a Limited Series or Movie
Octavia Spencer,2018,Nominee,BAFTA Film Award,Best Supporting Actress
Octavia Spencer,2014,Nominee,AACTA International Award,Best Supporting Actress
Octavia Spencer,2019,Nominee,Saturn Award,Best Actress
Octavia Spencer,2014,Nominee,Hollywood Award,Best Supporting Actress
Octavia Spencer,2014,Winner,AAFCA Award,Best Supporting Actress
Octavia Spencer,2017,Nominee,EDA Award,Best Supporting Actress
Octavia Spencer,2018,Nominee,AFCA Award,Best Supporting Actress
Octavia Spencer,2017,Nominee,ACCA,Best Cast Ensemble
Octavia Spencer,2011,Winner,BFCC Award,Best Supporting Actress
Octavia Spencer,2020,Nominee,Black Reel,"Outstanding Supporting Actress, Motion Picture"
Octavia Spencer,2020,Nominee,Black Reel,"Outstanding Actress, TV Movie/Limited Series"
Octavia Spencer,2018,Nominee,Critics Choice Award,Best Supporting Actress
Octavia Spencer,2012,Nominee,COFCA Award,Best Ensemble
Octavia Spencer,2011,Nominee,CFCA Award,Best Supporting Actress
Octavia Spencer,2020,Nominee,CIFCC Award,Best Supporting Actress
Octavia Spencer,2020,Nominee,Chlotrudis Award,Best Supporting Actress
Octavia Spencer,2019,Winner,CinemaCon Award,Spotlight Award
Octavia Spencer,2017,Nominee,DFWFCA Award,Best Supporting Actress
Octavia Spencer,2017,Nominee,DFCS Award,Best Supporting Actress
Octavia Spencer,2011,Nominee,DFCS Award,Best Supporting Actress
Octavia Spencer,2012,Winner,Woman of the Year,
Octavia Spencer,2018,Nominee,Golden Carp Film Award - International,Best Performance by an Actress in a Supporting Role
Octavia Spencer,2020,Nominee,Independent Spirit Award,Best Supporting Female
Octavia Spencer,2016,Nominee,FFCC Award,Best Supporting Actress
Octavia Spencer,2017,Nominee,GAFCA Award,Best Ensemble
Octavia Spencer,2020,Nominee,Gold Derby Award,Supporting Actress of the Decade
Octavia Spencer,2017,Nominee,Golden Schmoes,Best Supporting Actress of the Year
Octavia Spencer,2017,Winner,Woman of the Year,
Octavia Spencer,2018,Nominee,HFCS Award,Best Supporting Actress
Octavia Spencer,2011,Winner,Hollywood Film Award,Ensemble of the Year
Octavia Spencer,2018,Nominee,HFCS Award,Best Supporting Actress
Octavia Spencer,2020,Nominee,Image Award,"Outstanding Actress in a Television Movie, Limited-Series or Dramatic Special"
Octavia Spencer,2020,Nominee,INOCA,Best Supporting Actress
Octavia Spencer,2012,Nominee,IFC Award,Best Supporting Actress
Octavia Spencer,2016,Winner,Sierra Award,Best Ensemble
Octavia Spencer,2012,Nominee,ALFS Award,Supporting Actress of the Year
Octavia Spencer,2017,Nominee,LAOFCS Award,Best Supporting Actress
Octavia Spencer,2016,Winner,NBR Award,Best Ensemble
Octavia Spencer,2012,Winner,NFCS Award,Best Ensemble Cast
Octavia Spencer,2017,Nominee,NTFCA Award,Best Supporting Actress
Octavia Spencer,2011,Winner,OFCC Award,Best Supporting Actress
Octavia Spencer,2020,Nominee,OFTA Television Award,Best Actress in a Motion Picture or Limited Series
Octavia Spencer,2017,Nominee,OFCS Award,Best Supporting Actress
Octavia Spencer,2018,Winner,Chairman's Vanguard Award,
Octavia Spencer,2015,Nominee,People's Choice Award,Favorite Actress in a New TV Series
Octavia Spencer,2020,Winner,Visionary Award,
Octavia Spencer,2017,Nominee,PCC Award,Best Supporting Actress
Octavia Spencer,2017,Nominee,PFCS Award,Best Actress in a Supporting Role
Octavia Spencer,2019,Nominee,SDFCS Award,Best Supporting Actress
Octavia Spencer,2013,Nominee,SFFCC Award,Best Supporting Actress
Octavia Spencer,2017,Nominee,Satellite Award,Best Actress in a Supporting Role
Octavia Spencer,2017,Winner,Actor,Outstanding Performance by a Cast in a Motion Picture
Octavia Spencer,2012,Nominee,Festival Prize,Best Showcase Short Film
Octavia Spencer,2011,Winner,SEFCA Award,Best Ensemble
Octavia Spencer,2017,Nominee,SLFCA Award,Best Supporting Actress
Octavia Spencer,2013,Nominee,WAFCA Award,Best Supporting Actress
Octavia Spencer,2016,Winner,WFCC Award,Women's Work/Best Ensemble
Jeremy Pope,2020,Nominee,Primetime Emmy,Outstanding Lead Actor in a Limited Series or Movie
Jeremy Pope,2020,Nominee,Black Reel,"Outstanding Actor, TV Movie/Limited Series"
Jeremy Pope,2020,Nominee,Dorian TV Award,Best TV Performance - Actor
Jeremy Pope,2020,Nominee,Grammy,Best Musical Theater Album
Jeremy Pope,2020,Nominee,OFTA Television Award,Best Actor in a Motion Picture or Limited Series
Regina King,2019,Winner,Oscar,Best Performance by an Actress in a Supporting Role
Regina King,2019,Winner,Golden Globe,Best Performance by an Actress in a Supporting Role in a Motion Picture
Regina King,2020,Winner,Primetime Emmy,Outstanding Lead Actress in a Limited Series or Movie
Regina King,2018,Winner,AAFCA Award,Best Supporting Actress
Regina King,2019,Winner,EDA Award,Best Supporting Actress
Regina King,2019,Winner,AFCA Award,Best Supporting Actress
Regina King,2019,Nominee,ACCA,Best Actress in a Supporting Role
Regina King,2020,Nominee,BET Award,Best Actress
Regina King,2005,Nominee,BET Comedy Award,Outstanding Supporting Actress in a Theatrical Film
Regina King,2018,Winner,BFCC Award,Best Supporting Actress
Regina King,2019,Winner,Black Reel,Outstanding Supporting Actress
Regina King,2020,Winner,Black Reel,"Outstanding Actress, TV Movie/Limited Series"
Regina King,2018,Winner,BOFCA Award,Best Supporting Actress
Regina King,2018,Winner,BSFC Award,Best Supporting Actress
Regina King,2020,Winner,Critics Choice Award,Best Actress in a Drama Series
Regina King,2019,Winner,COFCA Award,Best Supporting Actress
Regina King,2018,Nominee,CFCA Award,Best Supporting Actress
Regina King,2019,Winner,CIFCC Award,Best Supporting Actress
Regina King,2020,Nominee,CinEuphoria,Best Supporting Actress - International Competition
Regina King,2016,Nominee,Critics' Choice TV Award,Best Supporting Actress in a Drama Series
Regina King,2018,Winner,DFWFCA Award,Best Supporting Actress
Regina King,2019,Nominee,DFCS Award,Best Supporting Actress
Regina King,2018,Winner,DFCS Award,Best Supporting Actress
Regina King,2001,Nominee,Video Premiere Award,Best Actress
Regina King,2019,Winner,Independent Spirit Award,Best Supporting Female
Regina King,2018,Nominee,FFCC Award,Best Supporting Actress
Regina King,2020,Nominee,Dorian TV Award,Best TV Performance - Actress
Regina King,2019,Nominee,GAFCA Award,Best Supporting Actress
Regina King,2020,Winner,Gold Derby TV Award,Movie/Limited Series Actress
Regina King,2018,Nominee,Golden Schmoes,Best Supporting Actress of the Year
Regina King,2018,Winner,GWNYFCA Award,Best Supporting Actress
Regina King,2020,Winner,Victor Rabinowitz and Joanne Grant Award for Social Justice,
Regina King,2019,Nominee,HFCS Award,Best Supporting Actress
Regina King,2019,Nominee,IGN Award,Best Dramatic TV Performance
Regina King,2020,Nominee,Image Award,Outstanding Actress in a Drama Series
Regina King,2018,Winner,IFJA Award,Best Supporting Actress
Regina King,2018,Nominee,ICP Award,Best Supporting Actress
Regina King,2019,Nominee,ICS Award,Best Supporting Actress
Regina King,2019,Nominee,INOCA,Best Supporting Actress
Regina King,2019,Winner,IFC Award,Best Supporting Actress
Regina King,2018,Winner,Sierra Award,Best Supporting Actress
Regina King,2019,Winner,LEJA Award,Best Performance by an Actress in a Supporting Role
Regina King,2019,Nominee,ALFS Award,Supporting Actress of the Year
Regina King,2018,Winner,LAFCA Award,Best Supporting Actress
Regina King,2018,Winner,LAOFCS Award,Best Supporting Actress
Regina King,2020,Winner,Audience Award,Streaming
Regina King,2019,Winner,MCFCA Award,Best Supporting Actress
Regina King,2012,Nominee,Vision Award,Best Performance - Drama
Regina King,2018,Winner,NBR Award,Best Supporting Actress
Regina King,2019,Winner,NSFC Award,Best Supporting Actress
Regina King,2018,Winner,NYFCC Award,Best Supporting Actress
Regina King,2018,Winner,NYFCO Award,Best Supporting Actress
Regina King,2019,Winner,NCFCA Award,Best Supporting Actress
Regina King,2018,Winner,OFCC Award,Best Supporting Actress
Regina King,2018,Nominee,OAFFC Award,Best Supporting Female
Regina King,2020,Winner,OFTA Television Award,Best Actress in a Motion Picture or Limited Series
Regina King,2019,Winner,OFCS Award,Best Supporting Actress
Regina King,2019,Winner,Chairman's Award,
Regina King,2018,Winner,PFCC Award,Best Supporting Actress
Regina King,2018,Winner,PCC Award,Best Supporting Actress
Regina King,2018,Winner,SFFCC Award,Best Supporting Actress
Regina King,2019,Winner,Satellite Award,Best Actress in a Supporting Role
Regina King,2005,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Regina King,2018,Winner,Seattle Film Critics Award,Best Supporting Actress
Regina King,2018,Winner,SEFCA Award,Best Supporting Actress
Regina King,2018,Winner,SLFCA Award,Best Supporting Actress
Regina King,2005,Nominee,Teen Choice Award,Choice Movie Dance Scene
Regina King,2020,Winner,TCA Award,Individual Achievement in Drama
Regina King,2005,Nominee,Stinker Award,Less Than Dynamic Duo
Regina King,2018,Winner,TFCA Award,Best Supporting Actress
Regina King,2020,Nominee,People's Choice Award,
Regina King,2018,Winner,WAFCA Award,Best Supporting Actress
Regina King,2015,Nominee,WIN Award,Outstanding Actress Made for Television Movie / Mini-Series
Regina King,1987,Nominee,Young Artist Award,Exceptional Performance by a Young Actress in a Long Running Series Comedy or Drama
Cate Blanchett,2016,Nominee,Oscar,Best Performance by an Actress in a Leading Role
Cate Blanchett,2020,Nominee,Golden Globe,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Cate Blanchett,2020,Nominee,Primetime Emmy,Outstanding Lead Actress in a Limited Series or Movie
Cate Blanchett,2016,Nominee,BAFTA Film Award,Best Leading Actress
Cate Blanchett,2016,Winner,AACTA International Award,Best Lead Actress
Cate Blanchett,2016,Nominee,Movies for Grownups Award,Best Grownup Love Story
Cate Blanchett,2009,Nominee,Saturn Award,Best Actress
Cate Blanchett,2002,Nominee,AFI Award,Featured Actor of the Year - Female - Movies
Cate Blanchett,2016,Nominee,EDA Award,Best Actress
Cate Blanchett,2015,Nominee,AFCA Award,Best Actress
Cate Blanchett,2015,Winner,Longford Lyell Award,
Cate Blanchett,2008,Winner,AFI International Award,Best Actress
Cate Blanchett,2015,Nominee,ACCA,Best Actress in a Leading Role
Cate Blanchett,2018,Winner,Britannia Award,Stanley Kubrick Britannia Award for Excellence in Film
Cate Blanchett,2015,Winner,BTVA Feature Film Voice Acting Award,Best Female Lead Vocal Performance in a Feature Film
Cate Blanchett,2000,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actress - Suspense
Cate Blanchett,2013,Winner,BOFCA Award,Best Actress
Cate Blanchett,2013,Winner,BSFC Award,Best Actress
Cate Blanchett,2007,Nominee,British Independent Film Award,Best Supporting Actor/Actress
Cate Blanchett,2016,Nominee,Critics Choice Award,Best Actress
Cate Blanchett,2016,Nominee,COFCA Award,Best Actress
Cate Blanchett,2015,Nominee,CFCA Award,Best Actress
Cate Blanchett,2008,Winner,Chlotrudis Award,Best Supporting Actress
Cate Blanchett,2014,Winner,Cinema Bloggers Award,Best Actress - International Competition
Cate Blanchett,2017,Nominee,CinEuphoria,Best Actress - International Competition
Cate Blanchett,2016,Winner,Spotlight Award,
Cate Blanchett,2014,Winner,CCOP,Best Actress (Melhor Atriz)
Cate Blanchett,2015,Nominee,DFWFCA Award,Best Actress
Cate Blanchett,2016,Nominee,DFCS Award,Best Actress
Cate Blanchett,2015,Nominee,DFCS Award,Best Actress
Cate Blanchett,2013,Winner,DFCC,Best Actress
Cate Blanchett,2012,Winner,Woman of the Year,
Cate Blanchett,2014,Nominee,Empire Award,Best Actress
Cate Blanchett,2001,Nominee,Chainsaw Award,Best Actress
Cate Blanchett,2005,Winner,FCCA Award,Best Actress in a Lead Role
Cate Blanchett,2016,Nominee,Independent Spirit Award,Best Female Lead
Cate Blanchett,2008,Winner,FilmInk Award,Best Performance by an Aussie in an Overseas Movie
Cate Blanchett,2015,Nominee,FFCC Award,Best Actress
Cate Blanchett,2020,Nominee,Dorian TV Award,Wilde Wit of the Year
Cate Blanchett,2014,Winner,GAFCA Award,Best Actress
Cate Blanchett,2020,Nominee,Gold Derby TV Award,Performer of the Year
Cate Blanchett,2002,Winner,Golden Camera,Best International Actress
Cate Blanchett,2013,Nominee,Golden Schmoes,Best Actress of the Year
Cate Blanchett,2015,Nominee,Gotham Independent Film Award,Best Actress
Cate Blanchett,2014,Winner,Guardian Film Award,Best Actor
Cate Blanchett,2016,Nominee,HFCS Award,Best Actress
Cate Blanchett,2005,Winner,IF Award,Best Actress
Cate Blanchett,2013,Winner,IGN Award,Best Movie Actress
Cate Blanchett,2015,Nominee,ICP Award,Best Lead Actress
Cate Blanchett,2016,Nominee,ICS Award,Best Actress
Cate Blanchett,2016,Nominee,INOCA,Best Actress
Cate Blanchett,2015,Winner,IOFCP Award,Best Actress in a Leading Role
Cate Blanchett,2014,Winner,IFC Award,Best Actress
Cate Blanchett,2016,Nominee,IFTA Award,Best International Actress
Cate Blanchett,2014,Winner,IOMA,Best Actress (Miglior attrice protagonista)
Cate Blanchett,2016,Nominee,Jupiter Award,Best International Actress
