finalist,year,winner_Nominee,item_award,award_description
Charles S. Dutton,1999,Nominee,Actor,Outstanding Performance by a Male Actor in a TV Movie or Miniseries
Gene Wilder,1975,Nominee,Oscar,"Best Writing, Screenplay Adapted From Other Material"
Gene Wilder,1977,Nominee,Golden Globe,Best Actor in a Motion Picture - Comedy or Musical
Gene Wilder,2003,Winner,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Gene Wilder,1962,Winner,Clarence Derwent Award,Best supporting Male (USA)
Gene Wilder,2000,Nominee,Edgar,Best Television Feature or Miniseries
Gene Wilder,1975,Winner,Hugo,Best Dramatic Presentation
Gene Wilder,2002,Winner,Lifetime Achievement Award,
Gene Wilder,2003,Nominee,OFTA Television Award,Best Guest Actor in a Comedy Series
Gene Wilder,2017,Winner,Special Award,
Gene Wilder,1976,Winner,Nebula Award,Best Dramatic Writing
Gene Wilder,1979,Nominee,Stinker Award,Worst Fake Accent: Male
Gene Wilder,1975,Nominee,WGA Award (Screen),Best Comedy Adapted from Another Medium
Jonathan Winters,1964,Nominee,Golden Globe,Best Actor - Comedy or Musical
Jonathan Winters,2003,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Jonathan Winters,1991,Winner,American Comedy Award,"Funniest Male Performer in a TV Special (Leading or Supporting) Network, Cable or Syndication"
Jonathan Winters,2005,Winner,DVDX Award,Best Supporting Actor (in a DVD Premiere Movie)
Jonathan Winters,2010,Nominee,Grammy,"Best Spoken Word Album (includes poetry, audio books & story telling)"
Jonathan Winters,1964,Nominee,Golden Laurel,Top Male New Face
Jonathan Winters,1999,Winner,Mark Twain Prize,Mark Twain Prize for American Humor
Jonathan Winters,2000,Winner,Lifetime Achievement Award,
Jonathan Winters,2003,Nominee,OFTA Television Award,Best Guest Actor in a Comedy Series
Jonathan Winters,2003,Winner,Lifetime Achievement Tribute,
Jonathan Winters,2008,Winner,Pioneer Award,
Jonathan Winters,1960,Winner,Star on the Walk of Fame,Television
Anne Bancroft,1986,Nominee,Oscar,Best Actress in a Leading Role
Anne Bancroft,1987,Nominee,Golden Globe,Best Performance by an Actress in a Motion Picture - Drama
Anne Bancroft,2003,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
Anne Bancroft,1988,Winner,BAFTA Film Award,Best Actress
Anne Bancroft,1996,Winner,Lifetime Achievement Award in Comedy,
Anne Bancroft,1996,Nominee,CableACE,Actress in a Movie or Miniseries
Anne Bancroft,1964,Winner,Best Actress,
Anne Bancroft,1967,Nominee,Audience Award,Best Actress
Anne Bancroft,1984,Nominee,Silver Ribbon,Best Foreign Actress (Migliore Attrice Straniera)
Anne Bancroft,1970,Nominee,Golden Laurel,Female Star
Anne Bancroft,1977,Winner,NBR Award,Best Actress
Anne Bancroft,2008,Winner,OFTA Film Hall of Fame,Acting
Anne Bancroft,1990,Nominee,Razzie Award,Worst Supporting Actress
Anne Bancroft,1962,Winner,Prize San Sebastián,Best Actress
Anne Bancroft,2004,Nominee,Golden Satellite Award,Best Actress in a Supporting Role in a Miniseries or a Motion Picture Made for Television
Anne Bancroft,2004,Nominee,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries
Anne Bancroft,1980,Nominee,Golden Charybdis,
Anne Bancroft,1998,Nominee,Stinker Award,Worst Supporting Actress
Anne Bancroft,1960,Winner,Star on the Walk of Fame,Television
Tim Matheson,2003,Nominee,Primetime Emmy,Outstanding Guest Actor in a Drama Series
Tim Matheson,2018,Winner,Festival Prize,Best Ensemble Cast
Tim Matheson,2016,Nominee,Critics' Choice TV Award,Best Actor in a Movie Made for Television or Limited Series
Juliette Lewis,1992,Nominee,Oscar,Best Actress in a Supporting Role
Juliette Lewis,1992,Nominee,Golden Globe,Best Performance by an Actress in a Supporting Role in a Motion Picture
Juliette Lewis,2003,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
Juliette Lewis,2012,Nominee,Felix,Best Supporting Actress
Juliette Lewis,1996,Nominee,Saturn Award,Best Supporting Actress
Juliette Lewis,1994,Nominee,ACCA,Best Actress in a Leading Role
Juliette Lewis,1997,Winner,Blockbuster Entertainment Award,Favorite Supporting Actress - Drama
Juliette Lewis,2010,Winner,BSFC Award,Best Supporting Actress
Juliette Lewis,2013,Winner,Capri Ensemble Cast Award,
Juliette Lewis,1992,Winner,CFCA Award,Most Promising Actress
Juliette Lewis,1992,Nominee,DFWFCA Award,Best Supporting Actress
Juliette Lewis,2002,Nominee,Daytime Emmy,Outstanding Performer in a Children's Special
Juliette Lewis,2003,Nominee,Independent Spirit Award,Best Supporting Female
Juliette Lewis,2014,Nominee,Gold Derby Award,Ensemble Cast
Juliette Lewis,2013,Winner,Hollywood Film Award,Ensemble of the Year
Juliette Lewis,1991,Winner,KCFCC Award,Best Supporting Actress
Juliette Lewis,2012,Nominee,Golden Nymph,Outstanding Actress in a Drama Series
Juliette Lewis,1995,Nominee,MTV Movie Award,Best On-Screen Duo
Juliette Lewis,1992,Nominee,NSFC Award,Best Supporting Actress
Juliette Lewis,2013,Winner,NFCS Award,Best Ensemble Cast
Juliette Lewis,1991,Nominee,NYFCC Award,Best Supporting Actress
Juliette Lewis,2013,Nominee,PFCS Award,Best Acting Ensemble
Juliette Lewis,2000,Nominee,Razzie Award,Worst Supporting Actress
Juliette Lewis,2014,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Juliette Lewis,2014,Nominee,Seattle Film Critics Award,Best Ensemble Cast
Juliette Lewis,1993,Winner,ShoWest Award,Female Star of Tomorrow
Juliette Lewis,1994,Winner,Pasinetti Award,Best Actress
Juliette Lewis,2013,Nominee,WAFCA Award,Best Acting Ensemble
Juliette Lewis,2013,Nominee,WFCC Award,Women's Work/Best Ensemble
Juliette Lewis,1988,Nominee,Young Artist Award,Best Young Actress Starring in a New Television Comedy Series
Farrah Fawcett,1990,Nominee,Golden Globe,Best Performance by an Actress in a Miniseries or Motion Picture Made for Television
Farrah Fawcett,2009,Nominee,Primetime Emmy,Outstanding Nonfiction Special
Farrah Fawcett,1986,Nominee,Bravo Otto Germany,Best Actress (Schauspielerin)
Farrah Fawcett,1990,Winner,CableACE,Best Actress in a Telefilm Documentary/Drama
Farrah Fawcett,1998,Nominee,Independent Spirit Award,Best Supporting Female
Farrah Fawcett,1975,Nominee,Golden Apple,Female New Star of the Year
Farrah Fawcett,1986,Winner,Jupiter Award,Best International Actress
Farrah Fawcett,1977,Winner,People's Choice Award,Favorite Female Performer in a New TV Program
Farrah Fawcett,1982,Nominee,Razzie Award,Worst Supporting Actress
Farrah Fawcett,1985,Nominee,TCA Award,Outstanding Achievement in Specials
Farrah Fawcett,2004,Nominee,Stinker Award,Worst Supporting Actress
Farrah Fawcett,1980,Nominee,TP de Oro,Best Foreign Actress (Mejor Actriz Extranjera)
Farrah Fawcett,2004,Winner,TV Land Award,"Favorite ""Fan""-tastic Phenomenon"
Farrah Fawcett,1995,Winner,Star on the Walk of Fame,Television
David Duchovny,2012,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Comedy or Musical
David Duchovny,2003,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
David Duchovny,2008,Nominee,BAFTA TV Award,Best International
David Duchovny,2016,Nominee,Saturn Award,Best Actor on Television
David Duchovny,1997,Winner,TV Prize,Best Foreign TV Personality - Male (Bästa utländska man)
David Duchovny,1999,Winner,American Comedy Award,Funniest Male Guest Appearance in a TV Series
David Duchovny,2000,Nominee,Bravo Otto Germany,Best Male TV Star (TV-Star m)
David Duchovny,2008,Nominee,Gold Derby TV Award,Comedy Lead Actor
David Duchovny,1996,Winner,National Television Award,Most Popular Actor
David Duchovny,1998,Winner,OFTA Television Award,Best Guest Actor in a Cable Series
David Duchovny,1998,Nominee,People's Choice Award,Favorite Male Television Performer
David Duchovny,2010,Nominee,PGA Award,"Outstanding Producer of Episodic Television, Comedy"
David Duchovny,2014,Nominee,Prism Award,Performance in a Comedy Series
David Duchovny,2008,Nominee,Satellite Award,"Best Actor in a Series, Comedy or Musical"
David Duchovny,1995,Winner,Universe Reader's Choice Award,Best Actor in a Genre TV Series
David Duchovny,2009,Nominee,Actor,Outstanding Performance by a Male Actor in a Comedy Series
David Duchovny,1997,Nominee,TCA Award,Individual Achievement in Drama
David Duchovny,2000,Nominee,TV Guide Award,Favorite Actor in a Drama
David Duchovny,1997,Nominee,Q Award,Best Actor in a Quality Drama Series
David Duchovny,2016,Winner,Star on the Walk of Fame,Television
Peter O'Toole,2007,Nominee,Oscar,Best Performance by an Actor in a Leading Role
Peter O'Toole,2007,Nominee,Golden Globe,Best Performance by an Actor in a Motion Picture - Drama
Peter O'Toole,2003,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
Peter O'Toole,2007,Nominee,BAFTA Film Award,Best Actor in a Leading Role
Peter O'Toole,2007,Nominee,Movies for Grownups Award,Best Actor
Peter O'Toole,2006,Nominee,British Independent Film Award,Best Actor
Peter O'Toole,2007,Nominee,Critics Choice Award,Best Actor
Peter O'Toole,1987,Winner,ACE,Actor in a Dramatic Series
Peter O'Toole,2002,Winner,Best Actor,
Peter O'Toole,2006,Nominee,CFCA Award,Best Actor
Peter O'Toole,2006,Nominee,DFWFCA Award,Best Actor
Peter O'Toole,1988,Winner,David,Best Supporting Actor (Migliore Attore non Protagonista)
Peter O'Toole,2003,Nominee,DVD Premiere Award,Best Actor
Peter O'Toole,2008,Nominee,Gold Derby TV Award,Drama Guest Actor
Peter O'Toole,2013,Winner,Award of Excellence,
Peter O'Toole,2009,Winner,IFTA Award,Best Actor in a Supporting Role in Television
Peter O'Toole,2006,Winner,Lifetime Achievement Award,
Peter O'Toole,1970,Nominee,Golden Laurel,Male Star
Peter O'Toole,2009,Nominee,ALFS Award,British Supporting Actor of the Year
Peter O'Toole,1982,Nominee,LAFCA Award,Best Actor
Peter O'Toole,2009,Nominee,Golden Nymph,Outstanding Actor - Drama Series
Peter O'Toole,1972,Winner,NBR Award,Best Actor
Peter O'Toole,2007,Nominee,NSFC Award,Best Actor
Peter O'Toole,1982,Nominee,NYFCC Award,Best Actor
Peter O'Toole,2009,Winner,Film Award,Best Supporting Actor in a Feature Film
Peter O'Toole,2007,Nominee,OFTA Film Award,Best Actor
Peter O'Toole,2007,Nominee,OFCS Award,Best Actor
Peter O'Toole,1987,Nominee,Razzie Award,Worst Supporting Actor
Peter O'Toole,1984,Winner,Sant Jordi,Best Foreign Actor (Mejor Actor Extranjero)
Peter O'Toole,2006,Nominee,Satellite Award,"Best Actor in a Motion Picture, Comedy or Musical"
Peter O'Toole,2004,Winner,Lifetime Achievement Award,
Peter O'Toole,2007,Nominee,Actor,Outstanding Performance by a Male Actor in a Leading Role
Peter O'Toole,2002,Winner,Telegatto,Special Award Cult TV
Peter O'Toole,2002,Winner,Silver Medallion Award,
John Malkovich,1994,Nominee,Oscar,Best Actor in a Supporting Role
John Malkovich,1995,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
John Malkovich,2003,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
John Malkovich,1994,Nominee,BAFTA Film Award,Best Actor in a Supporting Role
John Malkovich,2011,Winner,Movies for Grownups Award,Best Supporting Actor
John Malkovich,2011,Nominee,Saturn Award,Best Supporting Actor
John Malkovich,2018,Winner,EDA Special Mention Award,Most Egregious Age Difference Between the Leading Man and the Love Interest
John Malkovich,2000,Winner,American Comedy Award,Funniest Supporting Actor in a Motion Picture
John Malkovich,2012,Nominee,ACCA,Best Motion Picture
John Malkovich,1985,Winner,BSFC Award,Best Supporting Actor
John Malkovich,2001,Winner,Special Award,
John Malkovich,2007,Winner,Capri Legend Award,
John Malkovich,2000,Nominee,CFCA Award,Best Supporting Actor
John Malkovich,2002,Nominee,Gold Hugo,New Directors Competition
John Malkovich,2000,Nominee,Chlotrudis Award,Best Supporting Actor
John Malkovich,2008,Winner,Christopher Award,Feature Films
John Malkovich,2013,Nominee,CinEuphoria,Best Ensemble - National Competition
John Malkovich,1983,Winner,Clarence Derwent Award,Best supporting Male (USA)
John Malkovich,1993,Winner,"Jury ""Coup de Chapeau""",
John Malkovich,1989,Nominee,David,Best Foreign Actor (Migliore Attore Straniero)
John Malkovich,2020,Winner,Belgrade Victor,Outstanding Contribution to Cinema
John Malkovich,2013,Winner,Independent Spirit Award,Best First Feature
John Malkovich,1984,Winner,KCFCC Award,Best Supporting Actor
John Malkovich,2009,Winner,Special Prize for Outstanding Contribution to World Cinema,
John Malkovich,2000,Nominee,Sierra Award,Best Supporting Actor
John Malkovich,2014,Winner,Tribute Award,
John Malkovich,2005,Winner,Excellence Award,
John Malkovich,1999,Nominee,LAFCA Award,Best Supporting Actor
John Malkovich,2011,Winner,Special Prize,
John Malkovich,1994,Nominee,MTV Movie Award,Best Villain
John Malkovich,2011,Winner,CineMerit Award,
John Malkovich,1984,Winner,NBR Award,Best Supporting Actor
John Malkovich,1985,Winner,NSFC Award,Best Supporting Actor
John Malkovich,1999,Winner,NYFCC Award,Best Supporting Actor
John Malkovich,2010,Winner,Emmy,Outstanding Informational Programming - Long Form
John Malkovich,2017,Winner,Best Actor,June
John Malkovich,2013,Nominee,OFTA Film Award,Best Picture
John Malkovich,2000,Nominee,OFCS Award,Best Supporting Actor
John Malkovich,2009,Nominee,SDFCS Award,Best Supporting Actor
John Malkovich,1998,Winner,Donostia Lifetime Achievement Award,
John Malkovich,1990,Winner,Sant Jordi,Best Foreign Actor (Mejor Actor Extranjero)
John Malkovich,2010,Nominee,Satellite Award,"Best Actor in a Motion Picture, Comedy or Musical"
John Malkovich,2000,Nominee,Actor,Outstanding Performance by a Cast in a Theatrical Motion Picture
John Malkovich,2000,Nominee,SEFCA Award,Best Supporting Actor
John Malkovich,2018,Winner,Dick Shaap Outstanding Writing Award,Writing
John Malkovich,2008,Nominee,SLFCA Award,Best Supporting Actor
John Malkovich,2003,Nominee,Stinker Award,Worst Supporting Actor
John Malkovich,2014,Winner,Golden Eye for Lifetime Achievement,
Ben Gazzara,1968,Nominee,Golden Globe,Best TV Star - Male
Ben Gazzara,2003,Winner,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
Ben Gazzara,1985,Nominee,David,Best Actor (Migliore Attore Protagonista)
Ben Gazzara,1993,Winner,Career Award,Cinema
Ben Gazzara,1989,Winner,François Truffaut Award,
Ben Gazzara,2000,Winner,Golden Eagle Award,
Ben Gazzara,1998,Winner,NBR Award,Best Acting by an Ensemble
Ben Gazzara,2001,Winner,German Independence Honorary Award,
Ben Gazzara,1990,Nominee,Razzie Award,Worst Supporting Actor
Ben Gazzara,2005,Winner,Donostia Lifetime Achievement Award,
Kathy Baker,1996,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Drama
Kathy Baker,2003,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
Kathy Baker,1993,Nominee,American Television Award,Best Actress in a Dramatic Series
Kathy Baker,2003,Nominee,ACCA,Best Cast Ensemble
Kathy Baker,1988,Winner,BSFC Award,Best Supporting Actress
Kathy Baker,1988,Nominee,Independent Spirit Award,Best Supporting Female
Kathy Baker,2011,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Kathy Baker,2005,Winner,Bronze Leopard,Best Actress
Kathy Baker,1988,Winner,NSFC Award,Best Supporting Actress
Kathy Baker,2001,Nominee,OFTA Television Award,Best Guest Actress in a Drama Series
Kathy Baker,2013,Nominee,PFCS Award,Best Acting Ensemble
Kathy Baker,2000,Nominee,Actor,Outstanding Performance by a Cast in a Theatrical Motion Picture
Kathy Baker,1996,Nominee,Q Award,Best Actress in a Quality Drama Series
John Mahoney,2001,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
John Mahoney,2003,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Comedy Series
John Mahoney,1998,Winner,Commitment to Chicago Award,
John Mahoney,1986,Winner,Clarence Derwent Award,Best supporting Male (USA)
John Mahoney,2009,Nominee,Gold Derby TV Award,Drama Supporting Actor
John Mahoney,2004,Nominee,OFTA Television Award,Best Supporting Actor in a Comedy Series
John Mahoney,2010,Nominee,Prism Award,Performance in a Drama Series Multi-Episode Storyline
John Mahoney,2001,Nominee,Golden Satellite Award,"Best Performance by an Actor in a Series, Comedy or Musical"
John Mahoney,2004,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
John Mahoney,2001,Nominee,TV Guide Award,Supporting Actor of the Year in a Comedy Series
John Mahoney,2000,Nominee,Q Award,Best Supporting Actor in a Quality Comedy Series
Wayne Brady,2003,Winner,Primetime Emmy,Outstanding Individual Performance in a Variety or Music Program
Wayne Brady,2014,Nominee,BTVA Television Voice Acting Award,Best Vocal Ensemble in a New Television Series
Wayne Brady,2020,Nominee,Daytime Emmy,Outstanding Game Show Host
Wayne Brady,2009,Nominee,Grammy,Best Traditional R&B Vocal Performance
Wayne Brady,2020,Nominee,Image Award,"Outstanding Host in a Reality/Reality Competition, Game Show or Variety (Series or Special) - Individual or Ensemble"
Wayne Brady,2005,Nominee,Vision Award,Best Dramatic Performance
Lena Olin,1990,Nominee,Oscar,Best Actress in a Supporting Role
Lena Olin,1989,Nominee,Golden Globe,Best Performance by an Actress in a Supporting Role in a Motion Picture
Lena Olin,2003,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Drama Series
Lena Olin,2001,Nominee,BAFTA Film Award,Best Performance by an Actress in a Supporting Role
Lena Olin,1995,Nominee,CFCA Award,Best Supporting Actress
Lena Olin,2006,Nominee,Gold Derby TV Award,Drama Guest Actress
Lena Olin,1980,Winner,Ingmar Bergman Award,
Lena Olin,1994,Nominee,MTV Movie Award,Best Action Sequence
Lena Olin,1990,Nominee,NSFC Award,Best Supporting Actress
Lena Olin,1989,Winner,NYFCC Award,Best Supporting Actress
Lena Olin,2003,Nominee,OFTA Television Award,Best Supporting Actress in a Drama Series
Lena Olin,2016,Winner,Golden Statuette,Best Actress
Lena Olin,2004,Nominee,Golden Satellite Award,"Best Actress in a Supporting Role in a Series, Drama"
Lena Olin,2001,Nominee,Actor,Outstanding Performance by the Cast of a Theatrical Motion Picture
Lena Olin,2005,Nominee,Teen Choice Award,Choice TV Parental Units
Joe Pantoliano,2003,Winner,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Joe Pantoliano,1997,Nominee,Saturn Award,Best Supporting Actor
