finalist,year,winner_Nominee,item_award,award_description
Sela Ward,2001,Nominee,Actor,Outstanding Performance by a Female Actor in a Drama Series
Sela Ward,2000,Nominee,TCA Award,Individual Achievement in Drama
Sela Ward,2001,Nominee,TV Guide Award,Actress of the Year in a Drama Series
Sela Ward,2000,Winner,Q Award,Best Actress in a Quality Drama Series
Frankie Muniz,2002,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Comedy or Musical
Frankie Muniz,2001,Nominee,Primetime Emmy,Outstanding Lead Actor in a Comedy Series
Frankie Muniz,2004,Nominee,Saturn Award,Best Performance by a Younger Actor
Frankie Muniz,2019,Winner,FilmQuest Cthulhu,Best Actor - Feature
Frankie Muniz,2019,Winner,Jury Prize,Best Actor (Feature)
Frankie Muniz,2000,Winner,Bronze Gryphon,Free to Fly Section - Best Actor
Frankie Muniz,2019,Winner,HorrorHaus Award,Best Actor - Feature
Frankie Muniz,2019,Nominee,Blimp Award,Favorite Reality Show
Frankie Muniz,2000,Nominee,Sierra Award,Youth in Film
Frankie Muniz,2019,Winner,Jury Award,Best Actor
Frankie Muniz,2001,Nominee,OFTA Television Award,Best Actor in a Comedy Series
Andy Garcia,1991,Nominee,Oscar,Best Actor in a Supporting Role
Andy Garcia,2001,Nominee,Golden Globe,Best Performance by an Actor in a Miniseries or Motion Picture Made for Television
Andy Garcia,2001,Nominee,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie
Dennis Franz,1995,Winner,Golden Globe,Best Performance by an Actor in a Television Series - Drama
Dennis Franz,2001,Nominee,Primetime Emmy,Outstanding Lead Actor in a Drama Series
Frankie Muniz,2001,Winner,Golden Satellite Award,"Best Performance by an Actor in a Series, Comedy or Musical"
Frankie Muniz,2005,Nominee,Teen Choice Award,Choice TV Actor: Comedy
Frankie Muniz,2000,Nominee,TCA Award,Individual Achievement in Comedy
Frankie Muniz,2003,Nominee,The Spencer Breslin Award for Worst Performance by a Child,
Frankie Muniz,2001,Nominee,TV Guide Award,Breakout Star of the Year
Frankie Muniz,2004,Nominee,Young Artist Award,Best Performance in a Feature Film - Leading Young Actor
Frankie Muniz,2000,Winner,YoungStar Award,Best Young Actor/Performance in a Comedy TV Series
Andy Garcia,2011,Nominee,Movies for Grownups Award,Best Grownup Love Story
Andy Garcia,2012,Nominee,ALMA Award,Favorite Movie Actor
Andy Garcia,2015,Nominee,Annie,Outstanding Achievement in Voice Acting in an Animated Feature Production
Andy Garcia,2013,Winner,Festival Prize,Best Actor
Andy Garcia,2005,Nominee,Critics Choice Award,Best Acting Ensemble
Andy Garcia,2014,Winner,Ronald Reagan Great Communicator Award,
Andy Garcia,1991,Nominee,CFCA Award,Best Supporting Actor
Andy Garcia,2003,Nominee,DVD Premiere Award,"Best Audio Commentary, New Release"
Andy Garcia,2005,Winner,Grammy,Best Traditional Tropical Latin Album
Andy Garcia,2012,Winner,Lifetime Achievement Award,"Actor, Director, Producer, Writer"
Andy Garcia,2019,Nominee,Imagen Award,Best Actor - Feature Film
Andy Garcia,2006,Winner,Special Prize for Outstanding Contribution to World Cinema,
Dennis Franz,1999,Nominee,Saturn Award,Best Supporting Actor
Dennis Franz,1999,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actor - Drama/Romance
Dennis Franz,1980,Winner,Chicago/Midwest Emmy,Outstanding Achievement for Entertainment Program - Single Program
Dennis Franz,1997,Nominee,Daytime Emmy,Outstanding Performer in an Animated Program
Dennis Franz,2020,Winner,OFTA TV Hall of Fame,Actors and Actresses
Dennis Franz,2004,Winner,Prism Award,Performance in a Drama Series Episode
Dennis Franz,1998,Nominee,Golden Satellite Award,"Best Actor in a Series, Drama"
Dennis Franz,2002,Nominee,Actor,Outstanding Performance by a Male Actor in a Drama Series
Andy Garcia,2015,Winner,Leopard Club Award,
Andy Garcia,2011,Winner,Pursuit of Perfection Award,
Andy Garcia,2013,Winner,Grace Award,Most Inspiring Performance in Movies
Andy Garcia,1995,Nominee,MTV Movie Award,Most Desirable Male
Andy Garcia,1986,Nominee,NYFCC Award,Best Supporting Actor
Andy Garcia,1997,Winner,Golden Eagle Award,Outstanding Performer in Film
Andy Garcia,2001,Nominee,OFTA Television Award,Best Actor in a Motion Picture or Miniseries
Andy Garcia,2002,Winner,Desert Palm Achievement Award,
Andy Garcia,2002,Nominee,PFCS Award,Best Acting Ensemble
Andy Garcia,2010,Nominee,Satellite Award,"Best Actor in a Motion Picture, Comedy or Musical"
Andy Garcia,1991,Winner,ShoWest Award,Male Star of the Year
Andy Garcia,2007,Nominee,Teen Choice Award,Choice Movie: Chemistry
Andy Garcia,1995,Winner,Star on the Walk of Fame,Motion Picture
Dennis Franz,1999,Nominee,TCA Award,Individual Achievement in Drama
Dennis Franz,2000,Nominee,TV Guide Award,Favorite Actor in a Drama
Dennis Franz,2000,Nominee,Q Award,Best Actor in a Quality Drama Series
Dennis Franz,1999,Winner,Star on the Walk of Fame,Television
Annabella Sciorra,2001,Nominee,Primetime Emmy,Outstanding Guest Actress in a Drama Series
Annabella Sciorra,1990,Nominee,CFCA Award,Most Promising Actress
Annabella Sciorra,1990,Nominee,Independent Spirit Award,Best Female Lead
Annabella Sciorra,2010,Nominee,Gold Derby TV Award,Drama Guest Actress of the Decade
Annabella Sciorra,2001,Nominee,OFTA Television Award,Best Guest Actress in a Drama Series
Annabella Sciorra,2020,Nominee,Remi Award,Best Actress
Jami Gertz,2001,Nominee,Primetime Emmy,Outstanding Guest Actress in a Comedy Series
Jami Gertz,1997,Nominee,Razzie Award,Worst Supporting Actress
Jami Gertz,1996,Winner,Stinker Award,Worst Supporting Actress
Jami Gertz,2004,Nominee,Young Artist Award,Most Popular Mom & Pop in a Television Series
Dana Delany,1991,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Drama
Dana Delany,2001,Nominee,Primetime Emmy,Outstanding Guest Actress in a Drama Series
Dana Delany,2008,Nominee,Gold Derby TV Award,Comedy Supporting Actress
Dana Delany,1998,Winner,Lone Star Film & Television Award,Best TV Actress
Dana Delany,2007,Nominee,Emmy,Outstanding Historical Programming - Long Form
Dana Delany,2009,Winner,Prism Award,Performance in a Comedy Series
Dana Delany,2009,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Bernadette Peters,1982,Winner,Golden Globe,Best Actress in a Motion Picture - Comedy or Musical
Bernadette Peters,2001,Nominee,Primetime Emmy,Outstanding Guest Actress in a Comedy Series
Bernadette Peters,1987,Winner,ACE,Actress in a Theatrical or Dramatic Special
Dana Delany,2007,Nominee,TV Land Award,Lady You Love to Watch Fight for Her Life in a Movie of the Week
Dana Delany,1991,Winner,Q Award,Best Actress in a Quality Drama Series
Bernadette Peters,2003,Nominee,Daytime Emmy,Outstanding Performer in a Children's Special
Bernadette Peters,2009,Nominee,Gold Derby TV Award,Drama Guest Actress
Bernadette Peters,2013,Nominee,Grammy,Best Musical Theater Album
Bernadette Peters,1987,Winner,Woman of the Year,
Bernadette Peters,2013,Nominee,OFTA Television Award,Best Guest Actress in a Drama Series
Bernadette Peters,1998,Nominee,Golden Satellite Award,Best Actress in a Supporting Role in a Miniseries or a Motion Picture Made for Television
Bernadette Peters,1981,Nominee,Stinker Award,Worst On-Screen Couple
Bernadette Peters,1987,Winner,Star on the Walk of Fame,Live Performance
Rob Lowe,2016,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Comedy or Musical
Rob Lowe,2001,Nominee,Primetime Emmy,Outstanding Lead Actor in a Drama Series
Rob Lowe,2017,Nominee,BTVA Television Voice Acting Award,Best Vocal Ensemble in a New Television Series
Rob Lowe,2013,Nominee,Gold Derby TV Award,TV Movie/Mini Supporting Actor
Rob Lowe,2006,Nominee,OFTA Television Award,Best Guest Actor in a Drama Series
Rob Lowe,2016,Nominee,People's Choice Award,Favorite Actor in a New TV Series
Rob Lowe,1986,Winner,Razzie Award,Worst Supporting Actor
Rob Lowe,2014,Nominee,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries
Rob Lowe,2005,Nominee,Emmy,Outstanding Writing
Rob Lowe,2001,Nominee,TV Guide Award,Supporting Actor of the Year in a Drama Series
Rob Lowe,2015,Winner,Star on the Walk of Fame,Television
Rene Auberjonois,2001,Nominee,Primetime Emmy,Outstanding Guest Actor in a Drama Series
Rene Auberjonois,2016,Winner,Audience Award,Narrative Feature
Rene Auberjonois,2014,Nominee,BTVA Television Voice Acting Award,Best Vocal Ensemble in a Television Series - Children's/Educational
Rene Auberjonois,1980,Nominee,Daytime Emmy,Outstanding Individual Achievement in Children's Programming
Rene Auberjonois,2019,Winner,Career Achievement Award,
Rene Auberjonois,2020,Nominee,Festival Award,Best Supporting Actor
Rene Auberjonois,2001,Nominee,OFTA Television Award,Best Guest Actor in a Drama Series
Rene Auberjonois,2007,Winner,Prism Award,"Performance in a Drama Series, Multi-Episode Storyline"
Rene Auberjonois,2008,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Rene Auberjonois,2020,Nominee,Remi Award,Best Supporting Actor
Robert Loggia,1986,Nominee,Oscar,Best Actor in a Supporting Role
Robert Loggia,2001,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Robert Loggia,1990,Winner,Saturn Award,Best Supporting Actor
Robert Loggia,2016,Winner,Action on Film Award,Outstanding Cast Performance - Feature
Robert Loggia,1988,Winner,Golden Precolumbian Circle,Best Actor
Robert Loggia,1988,Nominee,ACE,Actor in a Theatrical or Dramatic Special
Robert Loggia,2010,Winner,Festival Prize,Best Actor
Robert Loggia,2015,Winner,Lifetime Achievement Diamond Award,For 65 Years of Great Films & Entertainment
Robert Loggia,1992,Nominee,Chainsaw Award,Best Actor
Robert Loggia,2004,Nominee,Gold Derby TV Award,Drama Guest Actor
Robert Loggia,2015,Winner,Festival Award,Best Ensemble Cast
Robert Loggia,2004,Nominee,OFTA Television Award,Best Guest Actor in a Drama Series
Patrick Dempsey,2007,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Drama
Patrick Dempsey,2001,Nominee,Primetime Emmy,Outstanding Guest Actor in a Drama Series
Patrick Dempsey,2007,Nominee,Gold Derby TV Award,Ensemble of the Year
Patrick Dempsey,2007,Nominee,Golden Nymph,Outstanding Actor - Drama Series
Patrick Dempsey,2008,Nominee,MTV Movie Award,Best Kiss
Patrick Dempsey,2008,Nominee,National Movie Award,Best Performance - Male
Patrick Dempsey,2002,Winner,OFTA Television Award,Best Guest Actor in a Drama Series
Patrick Dempsey,2015,Winner,People's Choice Award,Favorite Dramatic TV Actor
Patrick Dempsey,2012,Nominee,Razzie Award,Worst Supporting Actor
Patrick Dempsey,2006,Winner,Satellite Award,"Best Ensemble, Television"
Patrick Dempsey,2008,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Patrick Dempsey,2008,Nominee,Teen Choice Award,Choice TV Actor: Drama
Patrick Dempsey,1988,Winner,Young Artist Award,Best Young Actor in a Motion Picture - Comedy
Michael York,2001,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Michael York,1978,Nominee,Saturn Award,Best Actor
Michael York,1986,Nominee,Daytime Emmy,Outstanding Performer in Children's Programming
Michael York,2001,Nominee,Video Premiere Award,Best Animated Character Performance
Michael York,2002,Winner,Town of Karlovy Vary Award,
Michael York,1970,Nominee,Golden Laurel,Male New Face
Michael York,2009,Winner,Mary Pickford Award,
Michael York,2000,Winner,Lifetime Achievement Award,
Michael York,2011,Winner,Lifetime Achievement Award,
Michael York,2002,Winner,Star on the Walk of Fame,Motion Picture
Derek Jacobi,1989,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Derek Jacobi,2001,Winner,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Derek Jacobi,2013,Nominee,BAFTA TV Award,Best Leading Actor
Derek Jacobi,2001,Nominee,ACCA,Best Cast Ensemble
Derek Jacobi,2002,Winner,Critics Choice Award,Best Acting Ensemble
Derek Jacobi,1998,Winner,Best British Performance,
Derek Jacobi,1999,Winner,Evening Standard British Film Award,Best Actor
Derek Jacobi,2002,Winner,FFCC Award,Best Ensemble Cast
Derek Jacobi,2011,Nominee,Irina Palm,Worst British Supporting Actor
Derek Jacobi,2012,Nominee,Golden Nymph,Outstanding Actor in a Drama Series
Derek Jacobi,2002,Winner,OFCS Award,Best Ensemble
Derek Jacobi,2010,Nominee,PFCS Award,Best Ensemble Acting
Derek Jacobi,2011,Winner,Jury Award,Best Motion Picture Ensemble of the Year
Derek Jacobi,2013,Nominee,Satellite Award,"Best Actor in a Series, Drama"
Derek Jacobi,2011,Winner,Actor,Outstanding Performance by a Cast in a Motion Picture
Derek Jacobi,1979,Nominee,TP de Oro,Best Foreign Actor (Mejor Actor Extranjero)
Wendie Malick,1999,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Wendie Malick,2002,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Comedy Series
Wendie Malick,2018,Nominee,Annie,Outstanding Achievement for Voice Acting in an Animated Television/Broadcast Production
Wendie Malick,2017,Nominee,BTVA Television Voice Acting Award,Best Vocal Ensemble in a New Television Series
Wendie Malick,1995,Winner,CableACE,Actress in a Comedy Series
Wendie Malick,2007,Winner,Gracie,Outstanding Supporting Actress in a Comedy Series
Wendie Malick,2018,Nominee,OFTA Television Award,Best Voice-Over Performance in a Animated Program
Wendie Malick,2001,Nominee,Golden Satellite Award,"Best Performance by an Actress in a Series, Comedy or Musical"
Wendie Malick,2011,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Wendie Malick,2013,Nominee,WIN Award,Outstanding Actress Comedy Series
Gary Oldman,2018,Winner,Oscar,Best Performance by an Actor in a Leading Role
Gary Oldman,2018,Winner,Golden Globe,Best Performance by an Actor in a Motion Picture - Drama
Gary Oldman,2001,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Gary Oldman,2018,Winner,BAFTA Film Award,Best Leading Actor
Gary Oldman,2012,Nominee,Felix,Best Supporting Actor
Gary Oldman,2018,Winner,AACTA International Award,Best Lead Actor
Gary Oldman,2018,Winner,Movies for Grownups Award,Best Actor
Gary Oldman,2005,Nominee,Saturn Award,Best Supporting Actor
Gary Oldman,2018,Winner,EDA Award,Best Actor
Gary Oldman,2012,Nominee,Annie,Voice Acting in a Feature Production
Gary Oldman,2018,Nominee,AFCA Award,Best Actor
Gary Oldman,2017,Nominee,ACCA,Best Actor in a Leading Role
Gary Oldman,2016,Winner,BTVA People's Choice Voice Acting Award,Best Vocal Ensemble in a Video Game
Gary Oldman,2017,Winner,BFCC Award,Best Actor
Gary Oldman,1998,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actor - Action/Adventure
Gary Oldman,2017,Winner,Variety Award,
Gary Oldman,2018,Winner,Critics Choice Award,Best Actor
Gary Oldman,1994,Winner,CableACE,Actor in a Dramatic Series
Gary Oldman,1997,Nominee,Palme d'Or,
Gary Oldman,2018,Winner,COFCA Award,Best Actor
Gary Oldman,2017,Nominee,CFCA Award,Best Actor
Gary Oldman,2017,Winner,CIFCC Award,Best Actor
Gary Oldman,2019,Nominee,CinEuphoria,Best Actor - International Competition
Gary Oldman,2017,Winner,DFWFCA Award,Best Actor
Gary Oldman,2018,Winner,DFCS Award,Best Actor
Gary Oldman,2017,Nominee,DFCS Award,Best Actor
Gary Oldman,2011,Nominee,DFCC,Best Actor
Gary Oldman,2012,Nominee,Dublin Film Critics Award,Best Actor
Gary Oldman,2003,Nominee,DVDX Award,Best Supporting Actor in a DVD Premiere Movie
Gary Oldman,1997,Winner,Channel 4 Director's Award,
Gary Oldman,2018,Nominee,Empire Award,Best Actor
Gary Oldman,2012,Nominee,European Film Award,European Actor
Gary Oldman,2018,Nominee,Evening Standard British Film Award,Best Actor
Gary Oldman,1992,Winner,Chainsaw Award,Best Actor
Gary Oldman,2018,Nominee,Golden Carp Film Award - International,Favorite Actor
Gary Oldman,2001,Nominee,Independent Spirit Award,Best Supporting Male
Gary Oldman,2017,Nominee,FFCC Award,Best Actor
Gary Oldman,2018,Nominee,Dorian Award,Film Performance of the Year - Actor
Gary Oldman,2018,Nominee,GAFCA Award,Best Actor
Gary Oldman,2018,Nominee,Gold Derby Award,Lead Actor
Gary Oldman,2017,Nominee,Golden Schmoes,Best Actor of the Year
Gary Oldman,2011,Winner,Tribute Award,
Gary Oldman,2018,Winner,HFCS Award,Best Actor
Gary Oldman,2017,Winner,Career Achievement Award,
Gary Oldman,2017,Nominee,IGN Award,Best Movie Actor
Gary Oldman,2017,Nominee,IFJA Award,Best Actor
Gary Oldman,2017,Nominee,ICP Award,Best Lead Actor
Gary Oldman,2012,Nominee,INOCA,Best Actor
Gary Oldman,2012,Winner,IOFCP Award,Best Actor in a Leading Role
Gary Oldman,2018,Winner,IFC Award,Best Actor
Gary Oldman,2018,Nominee,IFTA Award,Best International Actor
Gary Oldman,2012,Nominee,IOMA,Best Actor (Miglior attore protagonista)
Gary Oldman,2017,Nominee,Sierra Award,Best Actor
Gary Oldman,2018,Nominee,ALFS Award,Actor of the Year
Gary Oldman,2017,Winner,LAOFCS Award,Best Actor
Gary Oldman,1998,Nominee,MTV Movie Award,Best Villain
Gary Oldman,2012,Nominee,NSFC Award,Best Actor
Gary Oldman,2011,Nominee,NAVGTR Award,Lead Performance in a Drama
Gary Oldman,2017,Winner,NFCS Award,Best Actor
Gary Oldman,2017,Winner,NYFCO Award,Best Actor
Gary Oldman,2018,Winner,NCFCA Award,Best Actor
Gary Oldman,2017,Winner,NTFCA Award,Best Actor
Gary Oldman,2018,Winner,OFCC Award,Best Actor
Gary Oldman,2018,Winner,OFTA Film Award,Best Actor
Gary Oldman,2017,Winner,OFCS Award,Best Actor
Gary Oldman,2018,Winner,Desert Palm Achievement Award,Actor
Gary Oldman,2009,Winner,People's Choice Award,Favorite Cast
Gary Oldman,2017,Nominee,PCC Award,Best Actor
Gary Oldman,2017,Winner,PFCS Award,Best Actor in a Leading Role
Gary Oldman,1996,Nominee,Razzie Award,Worst Screen Couple
Gary Oldman,2017,Nominee,SDFCS Award,Best Actor
Gary Oldman,2017,Nominee,SFFCC Award,Best Actor
Gary Oldman,2018,Winner,Modern Master Award,
Gary Oldman,2018,Winner,Satellite Award,Best Actor in a Motion Picture
Gary Oldman,2018,Winner,Actor,Outstanding Performance by a Male Actor in a Leading Role
Gary Oldman,2017,Nominee,Seattle Film Critics Award,Best Actor
Gary Oldman,2017,Winner,SEFCA Award,Best Actor
Gary Oldman,2010,Nominee,VGA,Best Performance by a Human Male
Gary Oldman,2017,Winner,SLFCA Award,Best Actor
Gary Oldman,2017,Nominee,TFCA Award,Best Actor
Gary Oldman,2001,Winner,Master Screen Artist Tribute,
Gary Oldman,2017,Nominee,VFCC Award,Best Actor
Gary Oldman,2011,Nominee,VVFP Award,Best Actor
Gary Oldman,2017,Winner,WAFCA Award,Best Actor
Gary Oldman,2017,Winner,WFCC Award,Best Actor
Richard Schiff,2002,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Richard Schiff,2019,Nominee,Critics Choice Award,Best Supporting Actor in a Drama Series
Richard Schiff,2018,Nominee,Canadian Screen Award,"Best Performance in a Guest Role, Dramatic Series"
Richard Schiff,2010,Nominee,Gold Derby TV Award,Drama Supporting Actor of the Decade
Richard Schiff,2003,Nominee,OFTA Television Award,Best Supporting Actor in a Drama Series
Richard Schiff,2019,Winner,Jury Special Commendation,Best Supporting Actor
Richard Schiff,2006,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Dennis Lofgren,2002,Nominee,Primetime Emmy,Outstanding Special Class Program
Dennis Lofgren,1988,Nominee,ACE,Documentary Special
Freddy Rodríguez,2002,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Freddy Rodríguez,2009,Nominee,ALMA Award,Actor in Film
Freddy Rodríguez,2007,Nominee,Critics Choice Award,Best Acting Ensemble
Freddy Rodríguez,2006,Winner,Hollywood Film Award,Ensemble of the Year
Freddy Rodríguez,2011,Winner,Imagen Award,Best Actor - Television
Freddy Rodríguez,2014,Nominee,NewFilmmakers Los Angeles Best of 2014 Award,Best Performance in a Comedy
Freddy Rodríguez,2004,Winner,Golden Eagle Award,Outstanding Actor in a Television Series
Freddy Rodríguez,2007,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Freddy Rodríguez,2007,Winner,ShoWest Award,Supporting Actor of the Year
Michael Moriarty,1994,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Drama
Michael Moriarty,2002,Winner,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
Michael Moriarty,1983,Nominee,ACE,Actor in a Theatrical or Non-Musical Program
Michael Moriarty,1996,Winner,Silver Hugo,Best Supporting Actor
Michael Moriarty,2003,Nominee,Gemini,Best Performance by an Actor in a Guest Role in a Dramatic Series
Michael Moriarty,2002,Nominee,OFTA Television Award,Best Supporting Actor in a Motion Picture or Miniseries
Michael Moriarty,1994,Nominee,Q Award,Best Actor in a Quality Drama Series
Dulé Hill,2002,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Dulé Hill,2018,Nominee,Black Reel,"Outstanding Actor, TV Movie/Limited Series"
Dulé Hill,2014,Nominee,Image Award,Outstanding Actor in a Comedy Series
Dulé Hill,2010,Nominee,Vision Award,Best Performance- Comedy
Dulé Hill,2006,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Bruce Beresford-Redman,2004,Nominee,Primetime Emmy,Outstanding Reality-Competition Program
Adam Briles,2004,Nominee,Primetime Emmy,Outstanding Reality-Competition Program
Adam Briles,2004,Nominee,PGA Award,Outstanding Producer of Reality/Game/Informational Series Television
Doug McCallie,2006,Nominee,Primetime Emmy,Outstanding Reality-Competition Program
Doug McCallie,2003,Nominee,DVD Premiere Award,"Original Retrospective Documentary, New Release"
Doug McCallie,2004,Nominee,PGA Award,Outstanding Producer of Reality/Game/Informational Series Television
Teri Kennedy,2006,Nominee,Primetime Emmy,Outstanding Reality-Competition Program
Anita Mann,1998,Nominee,Primetime Emmy,Outstanding Choreography
Michael Siebert,2001,Nominee,Primetime Emmy,Outstanding Choreography
John Feist,2003,Nominee,Primetime Emmy,Outstanding Reality/Competition Program
Maria Baltazzi,2005,Nominee,Primetime Emmy,Outstanding Reality-Competition Program
Maria Baltazzi,2004,Nominee,PGA Award,Outstanding Producer of Reality/Game/Informational Series Television
Conrad Riggs,2006,Nominee,Primetime Emmy,Outstanding Reality-Competition Program
Conrad Riggs,2011,Winner,Daytime Emmy,Outstanding Lifestyle Program
Conrad Riggs,2005,Nominee,PGA Award,Outstanding Producer of Non-Fiction Television
Carl Reiner,2018,Nominee,Primetime Emmy,Outstanding Narrator
Carl Reiner,1978,Nominee,Saturn Award,Best Director
Carl Reiner,1991,Winner,Creative Achievement Award,
Carl Reiner,2007,Winner,DGA Honorary Life Member Award,
Carl Reiner,2003,Nominee,DVDX Award,Best Audio Commentary (New for DVD)
Carl Reiner,2010,Winner,Gold Derby TV Award,Life Achievement Award (Other)
Carl Reiner,1999,Winner,Grammy,Best Spoken Comedy Album
Carl Reiner,2000,Winner,Mark Twain Prize,Mark Twain Prize for American Humor
Carl Reiner,2002,Nominee,MTV Movie Award,Best On-Screen Team
Carl Reiner,2005,Winner,OFTA TV Hall of Fame,Behind the Scenes
Carl Reiner,2002,Nominee,PFCS Award,Best Acting Ensemble
Carl Reiner,2002,Nominee,Golden Satellite Award,"Best Performance by an Actor in a Supporting Role, Comedy or Musical"
Carl Reiner,2007,Nominee,Teen Choice Award,Choice Movie: Chemistry
Carl Reiner,2003,Winner,Career Achievement Award,
Carl Reiner,1997,Winner,Lifetime Achievement Award,
Carl Reiner,2004,Winner,TV DVD Lifetime Achievement Award,
Carl Reiner,1960,Winner,Star on the Walk of Fame,Television
Carl Reiner,2009,Winner,Valentine Davies Award,
Cord Keller,2003,Nominee,Primetime Emmy,Outstanding Reality/Competition Program
Tom Shelly,2006,Nominee,Primetime Emmy,Outstanding Reality-Competition Program
Tom Shelly,2004,Nominee,PGA Award,Outstanding Producer of Reality/Game/Informational Series Television
Craig Armstrong,2012,Nominee,Primetime Emmy,Outstanding Reality Program
Craig Armstrong,2006,Nominee,PGA Award,Outstanding Producer of Non-Fiction Television
Amy Brenneman,2002,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Drama
Amy Brenneman,2002,Nominee,Primetime Emmy,Outstanding Lead Actress in a Drama Series
Amy Brenneman,2005,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Amy Brenneman,2005,Winner,Bronze Leopard,Best Actress
Amy Brenneman,2016,Winner,Humanitarian Award,
Amy Brenneman,2017,Nominee,OFTA Television Award,Best Supporting Actress in a Drama Series
Amy Brenneman,2002,Winner,Peabody Award,Winner
Amy Brenneman,2000,Nominee,PGA Award,Outstanding Producer of Episodic Television
Amy Brenneman,2002,Nominee,Golden Satellite Award,"Best Performance by an Actress in a Series, Drama"
Amy Brenneman,2003,Nominee,Actor,Outstanding Performance by a Female Actor in a Drama Series
Amy Brenneman,2001,Winner,TV Guide Award,Actress of the Year in a Drama Series
Amy Brenneman,2007,Nominee,TV Land Award,TV Moment That Became Headline News
Amy Brenneman,2000,Nominee,Q Award,Best Actress in a Quality Drama Series
Amy Brenneman,2002,Winner,Lucy Award,
Vanessa Redgrave,1993,Nominee,Oscar,Best Actress in a Supporting Role
Vanessa Redgrave,2003,Nominee,Golden Globe,Best Performance by an Actress in a Miniseries or a Motion Picture Made for Television
Vanessa Redgrave,2002,Nominee,Primetime Emmy,Outstanding Lead Actress in a Miniseries or a Movie
Vanessa Redgrave,2010,Winner,Academy Fellowship,
Vanessa Redgrave,2013,Nominee,Felix,Best Supporting Actress
Vanessa Redgrave,2014,Nominee,Movies for Grownups Award,Best Grownup Love Story
Vanessa Redgrave,2011,Nominee,Saturn Award,Best Supporting Actress
Vanessa Redgrave,2014,Nominee,Hollywood Award,Best Ensemble Cast
Vanessa Redgrave,2012,Nominee,EDA Female Focus Award,Actress Defying Age and Ageism
Vanessa Redgrave,1994,Nominee,Silver Condor,Best Actress (Mejor Actriz)
Vanessa Redgrave,1992,Nominee,ACCA,Best Actress in a Supporting Role
Vanessa Redgrave,1999,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actress - Action/Adventure
Vanessa Redgrave,1995,Winner,Film Excellence Award,
Vanessa Redgrave,2005,Winner,Award for Artistic Excellence,
Vanessa Redgrave,1988,Winner,BFI Fellowship,
Vanessa Redgrave,2017,Winner,Richard Harris Award,
Vanessa Redgrave,2008,Nominee,Critics Choice Award,Best Supporting Actress
Vanessa Redgrave,2003,Winner,Broadcasting Press Guild Award,Best Actress
Vanessa Redgrave,1995,Nominee,CableACE,Supporting Actress in a Movie or Miniseries
Vanessa Redgrave,2017,Nominee,Golden Camera,
Vanessa Redgrave,2002,Winner,Capri Legend Award,
Vanessa Redgrave,2015,Nominee,COFCA Award,Best Ensemble
Vanessa Redgrave,2003,Winner,Camie,
Vanessa Redgrave,2011,Winner,CinEuphoria,Career - Honorary Award
Vanessa Redgrave,1972,Winner,Special David,
Vanessa Redgrave,2011,Nominee,DFCS Award,Best Supporting Actress
Vanessa Redgrave,2012,Nominee,Evening Standard British Film Award,Best Actress
Vanessa Redgrave,1996,Nominee,Independent Spirit Award,Best Supporting Female
Vanessa Redgrave,2001,Winner,Excellence in Media Award,
Vanessa Redgrave,2010,Nominee,Gold Derby TV Award,TV Movie/Mini Supporting Actress of the Decade
Vanessa Redgrave,2019,Winner,Golden Camera for Lifetime Achievement,International
Vanessa Redgrave,2019,Winner,Career Golden Globe,
Vanessa Redgrave,2016,Winner,Hellenic Film Academy Award,Honorary Award
