finalist,year,winner_Nominee,item_award,award_description
Christoph Waltz,2014,Nominee,Jupiter Award,Best International Actor
Christoph Waltz,2009,Winner,KCFCC Award,Best Supporting Actor
Christoph Waltz,2009,Winner,Sierra Award,Best Supporting Actor
Christoph Waltz,2010,Winner,ALFS Award,Actor of the Year
Christoph Waltz,2012,Nominee,LAFCA Award,Best Supporting Actor
Christoph Waltz,2011,Nominee,MTV Movie Award,Best Villain
Christoph Waltz,2010,Winner,NSFC Award,Best Supporting Actor
Christoph Waltz,2012,Nominee,NYFCC Award,Best Supporting Actor
Christoph Waltz,2009,Winner,NYFCO Award,Best Supporting Actor
Christoph Waltz,2013,Nominee,NCFCA Award,Best Supporting Actor
Christoph Waltz,2010,Winner,NTFCA Award,Best Supporting Actor
Christoph Waltz,2009,Winner,OFCC Award,Best Supporting Actor
Christoph Waltz,2013,Nominee,OFTA Film Award,Best Supporting Actor
Christoph Waltz,2013,Nominee,OFCS Award,Best Supporting Actor
Christoph Waltz,2009,Winner,PFCS Award,Best Performance by an Actor in a Supporting Role
Christoph Waltz,2010,Winner,Romy,Favorite Actor (Beliebtester Schauspieler)
Christoph Waltz,1997,Nominee,Golden Lion,Best Actor in a TV Film
Christoph Waltz,2014,Winner,Georges Award,Best Foreign Duo of the Year
Christoph Waltz,2012,Winner,SDFCS Award,Best Supporting Actor
Christoph Waltz,2010,Winner,Cinema Vanguard Award,
Christoph Waltz,2011,Nominee,Satellite Award,Best Actor in a Supporting Role
Christoph Waltz,2010,Winner,Actor,Outstanding Performance by a Male Actor in a Supporting Role
Christoph Waltz,2010,Winner,Critics Award,Best Foreign Actor (Melhor Ator Estrangeiro)
Christoph Waltz,2009,Winner,SEFCA Award,Best Supporting Actor
Christoph Waltz,2012,Winner,SLFCA Award,Best Supporting Actor
Christoph Waltz,2009,Winner,TFCA Award,Best Supporting Actor
Christoph Waltz,2009,Nominee,UFCA Award,Best Supporting Actor
Christoph Waltz,2013,Nominee,VFCC Award,Best Supporting Actor
Christoph Waltz,2012,Nominee,VVFP Award,Best Supporting Actor
Christoph Waltz,2014,Winner,Star on the Walk of Fame,Motion Picture
Christoph Waltz,2009,Winner,WAFCA Award,Best Supporting Actor
Christoph Waltz,2015,Winner,Yoga Award,Worst Foreign Actor
Stephan James,2019,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Drama
Stephan James,2020,Nominee,Primetime Emmy,Outstanding Actor in a Short Form Comedy or Drama Series
Stephan James,2014,Winner,BFCC Award,Best Ensemble
Stephan James,2019,Nominee,Black Reel,Outstanding Actor
Stephan James,2017,Nominee,Black Reel,"Outstanding Actor, TV Movie/Limited Series"
Stephan James,2016,Winner,Canadian Film Fest Award,Best Actor
Stephan James,2017,Winner,Canadian Screen Award,Performance by an Actor in a Leading Role
Stephan James,2020,Nominee,CinEuphoria,Best Duo - International Competition
Stephan James,2019,Nominee,DFCC,Best Actor
Stephan James,2015,Nominee,GAFCA Award,Best Ensemble
Stephan James,2019,Nominee,Image Award,Outstanding Actor in a Motion Picture
Stephan James,2019,Nominee,OFTA Film Award,Best Breakthrough Performance: Male
Stephan James,2014,Nominee,SDFCS Award,Best Ensemble
Stephan James,2014,Nominee,WAFCA Award,Best Acting Ensemble
Stephan James,2018,Winner,WFCC Award,Best Screen Couple
Corey Hawkins,2020,Nominee,Primetime Emmy,Outstanding Actor in a Short Form Comedy or Drama Series
Corey Hawkins,2015,Winner,BFCC Award,Best Ensemble
Corey Hawkins,2016,Nominee,Black Reel,"Outstanding Supporting Actor, Motion Picture"
Corey Hawkins,2019,Nominee,CinEuphoria,Best Ensemble - International Competition
Corey Hawkins,2015,Winner,Hollywood Breakthrough Award,Breakthrough Ensemble
Corey Hawkins,2016,Nominee,Image Award,Outstanding Supporting Actor in a Motion Picture
Corey Hawkins,2019,Nominee,OFTA Film Award,Best Ensemble
Corey Hawkins,2019,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Mamoudou Athie,2020,Nominee,Primetime Emmy,Outstanding Actor in a Short Form Comedy or Drama Series
Laurence Fishburne,1994,Nominee,Oscar,Best Actor in a Leading Role
Laurence Fishburne,1996,Nominee,Golden Globe,Best Performance by an Actor in a Miniseries or Motion Picture Made for Television
Laurence Fishburne,2020,Winner,Primetime Emmy,Outstanding Actor in a Short Form Comedy or Drama Series
Laurence Fishburne,2018,Nominee,Movies for Grownups Award,Best Supporting Actor
Laurence Fishburne,2015,Winner,Saturn Award,Best Supporting Actor on Television
Laurence Fishburne,1998,Nominee,Black Film Award,Best Actor
Laurence Fishburne,2017,Winner,AAFCA Award,Best Supporting Actor
Laurence Fishburne,2003,Nominee,ACCA,Best Cast Ensemble
Laurence Fishburne,2004,Nominee,BET Award,Best Actor
Laurence Fishburne,2006,Winner,Black Movie Award,Outstanding Motion Picture
Laurence Fishburne,2018,Nominee,Black Reel,"Outstanding Supporting Actor, Motion Picture"
Laurence Fishburne,2020,Nominee,Black Reel,Outstanding Comedy Series
Laurence Fishburne,2000,Winner,Blockbuster Entertainment Award,Favorite Supporting Actor - Action/Science-Fiction
Laurence Fishburne,2014,Nominee,BloodGuts UK Horror Award,Best Actor
Laurence Fishburne,2003,Winner,BSFC Award,Best Ensemble Cast
Laurence Fishburne,2007,Nominee,Critics Choice Award,Best Acting Ensemble
Laurence Fishburne,1997,Winner,CableACE,Movie
Laurence Fishburne,1994,Nominee,CFCA Award,Best Actor
Laurence Fishburne,2000,Winner,Career Achievement Award,
Laurence Fishburne,2017,Winner,Daytime Emmy,Outstanding Pre-School Children's Animated Program
Laurence Fishburne,1993,Nominee,Independent Spirit Award,Best Male Lead
Laurence Fishburne,2004,Nominee,Gold Derby Award,Ensemble Cast
Laurence Fishburne,2006,Winner,Hollywood Film Award,Ensemble of the Year
Laurence Fishburne,2020,Nominee,Image Award,Outstanding Supporting Actor in a Comedy Series
Laurence Fishburne,2012,Nominee,Grace Award,Most Inspirational Television Acting
Laurence Fishburne,2000,Winner,MTV Movie Award,Best Fight
Laurence Fishburne,2006,Nominee,NAVGTR Award,Supporting Performance in a Drama
Laurence Fishburne,2016,Nominee,OFTA Television Award,Best Voice-Over Performance in a Animated Program
Laurence Fishburne,2015,Nominee,People's Choice Award,Favorite Actor in a New TV Series
Laurence Fishburne,2017,Nominee,PGA Award,"Outstanding Producer of Episodic Television, Comedy"
Laurence Fishburne,2011,Nominee,PFCS Award,Best Ensemble Acting
Laurence Fishburne,2006,Winner,Copper Wing Tribute Award,
Laurence Fishburne,2019,Winner,Festival Award,Gregory Peck Award
Laurence Fishburne,2011,Nominee,Satellite Award,Best Actor in a Miniseries or a Motion Picture Made for Television
Laurence Fishburne,2018,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Laurence Fishburne,2008,Winner,Special Award,Best Ensemble
Laurence Fishburne,2011,Winner,Career Achievement Award,
Phoebe Waller-Bridge,2020,Winner,Golden Globe,Best Performance by an Actress in a Television Series - Musical or Comedy
Phoebe Waller-Bridge,2020,Nominee,Primetime Emmy,Outstanding Drama Series
Phoebe Waller-Bridge,2020,Nominee,BAFTA TV Award,Female Performance in a Comedy Programme
Phoebe Waller-Bridge,2019,Nominee,AFCA Award,Best Motion Capture/Special Effects Performance
Phoebe Waller-Bridge,2020,Nominee,BAFTA Television Craft Award,Writer: Comedy
Phoebe Waller-Bridge,2017,Winner,British Screenwriters' Award,Outstanding Newcomer for British Television Writing
Phoebe Waller-Bridge,2020,Winner,Critics Choice Award,Best Actress in a Comedy Series
Phoebe Waller-Bridge,2017,Winner,Broadcasting Press Guild Award,Best Writer
Phoebe Waller-Bridge,2016,Nominee,Critics' Choice TV Award,Best Actress in a Comedy Series
Phoebe Waller-Bridge,2020,Winner,Dorian Award,TV Performance of the Year - Actress
Phoebe Waller-Bridge,2020,Nominee,Gold Derby TV Award,Comedy Guest Actress
Phoebe Waller-Bridge,2018,Winner,Gotham Independent Film Award,Breakthrough Series - Longform
Phoebe Waller-Bridge,2019,Winner,IGN Award,Best Comedic TV Performance
Phoebe Waller-Bridge,2018,Nominee,LAOFCS Award,Best Visual Effects or Animated Performance
Phoebe Waller-Bridge,2017,Winner,Golden Nymph,Outstanding Actress in a Comedy TV Series
Phoebe Waller-Bridge,2020,Nominee,OFTA Television Award,Best Guest Actress in a Comedy Series
Phoebe Waller-Bridge,2020,Winner,PGA Award,"Outstanding Producer of Episodic Television, Comedy"
Phoebe Waller-Bridge,2019,Winner,Satellite Award,"Best Actress in a Series, Comedy or Musical"
Phoebe Waller-Bridge,2020,Winner,Actor,Outstanding Performance by a Female Actor in a Comedy Series
Phoebe Waller-Bridge,2017,Nominee,Individual Award,Best Screenwriter
Phoebe Waller-Bridge,2019,Winner,TCA Award,Individual Achievement in Comedy
Phoebe Waller-Bridge,2020,Winner,USC Scripter Award,Television
Phoebe Waller-Bridge,2018,Nominee,WAFCA Award,Best Motion Capture Performance
Phoebe Waller-Bridge,2020,Nominee,WIN Award,Actress Comedy Series
Phoebe Waller-Bridge,2016,Winner,Writers' Guild of Great Britain Award,Best TV Situation Comedy
Bette Midler,1992,Nominee,Oscar,Best Actress in a Leading Role
Bette Midler,2001,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Comedy or Musical
Bette Midler,2020,Nominee,Primetime Emmy,Outstanding Guest Actress in a Comedy Series
Bette Midler,1981,Nominee,BAFTA Film Award,Best Actress
Bette Midler,2009,Nominee,Movies for Grownups Award,Best Supporting Actress
Bette Midler,1994,Nominee,Saturn Award,Best Actress
Bette Midler,1998,Winner,American Comedy Award,"Funniest Female Performer in a TV Special (Leading or Supporting) Network, Cable or Syndication"
Bette Midler,2016,Nominee,British LGBT Award,Global Icon
Bette Midler,1989,Nominee,ACE,Entertainment Host
Bette Midler,1992,Nominee,CFCA Award,Best Actress
Bette Midler,2020,Nominee,Gold Derby TV Award,Comedy Guest Actress
Bette Midler,1996,Nominee,Golden Apple,Female Star of the Year
Bette Midler,2018,Nominee,Grammy,Best Musical Theater Album
Bette Midler,1976,Winner,Woman of the Year,
Bette Midler,1989,Nominee,Blimp Award,Favorite Movie Actress
Bette Midler,1984,Nominee,VMA,Best Female Video
Bette Midler,1996,Winner,NBR Award,Best Acting by an Ensemble
Bette Midler,1980,Nominee,NSFC Award,Best Actress
Bette Midler,1979,Nominee,NYFCC Award,Best Actress
Bette Midler,2020,Nominee,OFTA Television Award,Best Guest Actress in a Comedy Series
Bette Midler,2001,Winner,People's Choice Award,Favorite Female Performer in a New Television Series
Bette Midler,2001,Nominee,Razzie Award,Worst Actress
Bette Midler,1997,Nominee,Golden Satellite Award,"Best Actress in a Motion Picture, Comedy or Musical"
Bette Midler,1988,Winner,ShoWest Award,Female Star of the Year
Bette Midler,2000,Nominee,Stinker Award,Worst Actress
Bette Midler,2001,Winner,TV Guide Award,Actress of the Year in a New Series
Bette Midler,1985,Winner,Star on the Walk of Fame,Recording
Bette Midler,1997,Winner,Crystal Award,
Wanda Sykes,2020,Nominee,Primetime Emmy,Outstanding Guest Actress in a Comedy Series
Wanda Sykes,2001,Winner,American Comedy Award,Funniest Female Stand-Up Comic
Wanda Sykes,2007,Nominee,Annie,Best Voice Acting in an Animated Feature Production
Wanda Sykes,2013,Nominee,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
Wanda Sykes,2005,Winner,BET Comedy Award,Outstanding Supporting Actress in a Theatrical Film
Wanda Sykes,2013,Nominee,Black Reel,Best Voice Performance
Wanda Sykes,2020,Nominee,Black Reel,"Outstanding Guest Actress, Comedy Series"
Wanda Sykes,2010,Winner,Stephen F. Kolzak Award,
Wanda Sykes,2020,Nominee,Gold Derby TV Award,Comedy Guest Actress
Wanda Sykes,2014,Winner,Gracie,Outstanding Special or Variety Show
Wanda Sykes,2016,Nominee,Image Award,Outstanding Character Voice-Over Performance (Television or Theatrical)
Wanda Sykes,2014,Winner,Muse Award,
Wanda Sykes,2020,Nominee,OFTA Television Award,Best Guest Actress in a Comedy Series
Wanda Sykes,2008,Nominee,People's Choice Award,Favorite Funny Female Star
Wanda Sykes,2004,Nominee,Golden Satellite Award,"Best Actress in a Series, Comedy or Musical"
Wanda Sykes,2003,Nominee,Teen Choice Award,Choice TV Actress - Comedy
Angela Bassett,1994,Nominee,Oscar,Best Actress in a Leading Role
Angela Bassett,1994,Winner,Golden Globe,Best Performance by an Actress in a Motion Picture - Comedy or Musical
Angela Bassett,2020,Nominee,Primetime Emmy,Outstanding Guest Actress in a Comedy Series
Angela Bassett,2014,Nominee,Felix,Best Actress
Angela Bassett,2019,Winner,AAFCA Award,Best Performance - Female
Angela Bassett,2019,Nominee,Movies for Grownups Award,Best Supporting Actress
Angela Bassett,1996,Winner,Saturn Award,Best Actress
Angela Bassett,2014,Nominee,Hollywood Award,Best Ensemble Cast
Angela Bassett,1993,Nominee,ACCA,Best Actress in a Leading Role
Angela Bassett,2020,Nominee,BET Award,Best Actress
Angela Bassett,2005,Nominee,BET Comedy Award,Outstanding Lead Actress in a Theatrical Film
Angela Bassett,2006,Winner,Black Movie Award,Outstanding Performance by an Actress in a Supporting Role
Angela Bassett,2017,Nominee,Black Reel,"Outstanding Director, TV Movie or Limited Series"
Angela Bassett,2020,Nominee,Black Reel,"Outstanding Guest Actress, Comedy Series"
Angela Bassett,1994,Nominee,CFCA Award,Best Actress
Angela Bassett,2003,Winner,Christopher Award,Television & Cable
Angela Bassett,2015,Winner,Lifetime Achievement Diamond Award,40 Years of Best Acting Career in Films & TV
Angela Bassett,2013,Nominee,Critics' Choice TV Award,Best Actress in a Movie/Miniseries
Angela Bassett,1994,Nominee,DFWFCA Award,Best Actress
Angela Bassett,2003,Nominee,Daytime Emmy,Outstanding Children's Special
Angela Bassett,2016,Nominee,DGA Award,Outstanding Directorial Achievement in Movies for Television and Mini-Series
Angela Bassett,2017,Winner,DOC LA Award,DOC LA Icon Award
Angela Bassett,2020,Nominee,Gold Derby TV Award,Comedy Guest Actress
Angela Bassett,1994,Winner,Golden Apple,Female Discovery of The Year
Angela Bassett,2016,Winner,Gracie,Outstanding Director - Entertainment
Angela Bassett,2005,Winner,Susan B. Anthony 'Failure is Impossible' Award,
Angela Bassett,2020,Winner,Image Award,Outstanding Actress in a Drama Series
Angela Bassett,2010,Winner,LA Femme Filmmaker Award,Pioneer Award
Angela Bassett,1994,Nominee,MTV Movie Award,Best Female Performance
Angela Bassett,1995,Winner,Muse Award,
Angela Bassett,2020,Nominee,OFTA Television Award,Best Female Performance in a Variety Program
Angela Bassett,2019,Winner,Actor,Outstanding Performance by a Cast in a Motion Picture
Angela Bassett,2020,Nominee,Shorty Award,Best Actor
Angela Bassett,2009,Winner,Icon Award,
Angela Bassett,2008,Winner,Star on the Walk of Fame,Motion Picture
Angela Bassett,1996,Winner,Crystal Award,
Angela Bassett,2015,Nominee,WIN Award,Outstanding Film Directed by a Woman
Maya Rudolph,2020,Winner,Primetime Emmy,Outstanding Guest Actress in a Comedy Series
Maya Rudolph,2017,Nominee,Silver Ariel,Best Actress (Mejor Actuación Femenina)
Maya Rudolph,2016,Winner,BTVA Feature Film Voice Acting Award,Best Female Vocal Performance in a Feature Film in a Supporting Role
Maya Rudolph,2018,Nominee,Black Reel,Outstanding Voice Performance
Maya Rudolph,2020,Winner,Black Reel,"Outstanding Guest Actress, Comedy Series"
Maya Rudolph,2007,Nominee,Critics Choice Award,Best Acting Ensemble
Maya Rudolph,2012,Nominee,COFCA Award,Best Ensemble
Maya Rudolph,2009,Nominee,CFCA Award,Best Actress
Maya Rudolph,2015,Winner,Robert Altman Award,
Maya Rudolph,2020,Winner,Gold Derby TV Award,Comedy Guest Actress
Maya Rudolph,2006,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Maya Rudolph,2012,Nominee,Image Award,Outstanding Supporting Actress in a Motion Picture
Maya Rudolph,2012,Winner,MTV Movie Award,Best Gut-Wrenching Performance
Maya Rudolph,2012,Nominee,Vision Award,Best Performance - Comedy
Maya Rudolph,2020,Winner,OFTA Television Award,Best Guest Actress in a Comedy Series
Maya Rudolph,2013,Nominee,PFCS Award,Best Acting Ensemble
Maya Rudolph,2012,Nominee,Satellite Award,"Best Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Maya Rudolph,2012,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Maya Rudolph,2009,Nominee,SLFCA Award,Best Actress
Maya Rudolph,2011,Nominee,Teen Choice Award,Choice Movie Actress: Comedy
Maya Rudolph,2009,Nominee,UFCA Award,Best Actress
Maya Rudolph,2009,Nominee,WAFCA Award,Best Actress
Maya Rudolph,2017,Nominee,WGA Award (TV),Comedy/Variety Sketch Series
Fred Willard,2020,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Fred Willard,2001,Winner,American Comedy Award,Funniest Supporting Actor in a Motion Picture
Fred Willard,2012,Nominee,BTVA Special/DVD Voice Acting Award,Best Vocal Ensemble in a TV Special/Direct-to-DVD Title or Short
Fred Willard,2000,Winner,BSFC Award,Best Supporting Actor
Fred Willard,2015,Winner,Daytime Emmy,Outstanding Special Guest Performer in a Drama Series
Fred Willard,2004,Winner,FFCC Award,Best Ensemble Cast
Fred Willard,2020,Nominee,Gold Derby TV Award,Comedy Guest Actor
Fred Willard,2006,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Fred Willard,2016,Nominee,ISA,Best Guest Actor - Comedy
Fred Willard,2000,Nominee,Sierra Award,Best Supporting Actor
Fred Willard,2001,Nominee,NSFC Award,Best Supporting Actor
Fred Willard,2008,Nominee,NAVGTR Award,Lead Performance in a Comedy
Fred Willard,2000,Nominee,NYFCC Award,Best Supporting Actor
Fred Willard,2020,Nominee,OFTA Television Award,Best Guest Actor in a Comedy Series
Fred Willard,2004,Nominee,PFCS Award,Best Ensemble Acting
Luke Kirby,2020,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Luke Kirby,2013,Nominee,ACTRA Toronto Award,Outstanding Performance - Male
Luke Kirby,2004,Nominee,Canadian Comedy Award,Film - Pretty Funny Performance - Male
Luke Kirby,2010,Nominee,Gemini,Best Performance by an Actor in a Continuing Leading Dramatic Role
Luke Kirby,2020,Nominee,Gold Derby TV Award,Comedy Guest Actor
Luke Kirby,2020,Nominee,OFTA Television Award,Best Guest Actor in a Comedy Series
Adam Driver,2020,Nominee,Oscar,Best Performance by an Actor in a Leading Role
Adam Driver,2020,Nominee,Golden Globe,Best Performance by an Actor in a Motion Picture - Drama
Adam Driver,2020,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Adam Driver,2020,Nominee,BAFTA Film Award,Best Leading Actor
Adam Driver,2020,Winner,AACTA International Award,Best Lead Actor
Adam Driver,2016,Winner,Saturn Award,Best Supporting Actor
Adam Driver,2020,Winner,EDA Award,Best Actor
Adam Driver,2014,Nominee,American Comedy Award,Funniest Supporting Male Performer in a TV Series
Adam Driver,2019,Winner,AFCC Award,Best Actor
Adam Driver,2020,Nominee,AFCA Award,Best Actor
Adam Driver,2020,Winner,ACCA,Best Actor in a Leading Role
Adam Driver,2020,Nominee,Critics Choice Award,Best Actor
Adam Driver,2020,Winner,COFCA Award,Best Actor
Adam Driver,2019,Winner,CFCA Award,Best Actor
Adam Driver,2020,Winner,CIFCC Award,Best Actor
Adam Driver,2018,Nominee,Chlotrudis Award,Best Actor
Adam Driver,2020,Nominee,CinEuphoria,Best Duo - International Competition
Adam Driver,2015,Nominee,Critics' Choice TV Award,Best Supporting Actor in a Comedy Series
Adam Driver,2019,Nominee,Critics' Choice Documentary Award,Best Narration
Adam Driver,2019,Winner,DFWFCA Award,Best Actor
Adam Driver,2020,Nominee,DFCS Award,Best Actor
Adam Driver,2019,Winner,DFCS Award,Best Actor
Adam Driver,2019,Winner,Jury Award,Best Film Actor
Adam Driver,2019,Winner,DFCC,Best Actor
Adam Driver,2020,Nominee,Golden Carp Film Award - International,Best Ensemble Performance
Adam Driver,2015,Nominee,FCCA Award,Best Actor - Supporting Role
Adam Driver,2020,Winner,Robert Altman Award,
Adam Driver,2019,Winner,FFCC Award,Best Actor
Adam Driver,2020,Nominee,Dorian Award,Film Performance of the Year - Actor
Adam Driver,2020,Winner,GAFCA Award,Best Actor
Adam Driver,2020,Nominee,Gold Derby Award,Lead Actor
Adam Driver,2019,Nominee,Golden Schmoes,Best Actor of the Year
Adam Driver,2019,Winner,Gotham Independent Film Award,Best Actor
Adam Driver,2019,Winner,GWNYFCA Award,Best Actor
Adam Driver,2012,Winner,Breakthrough Performer,
Adam Driver,2020,Nominee,HFCS Award,Best Actor
Adam Driver,2020,Winner,HCA Award,Actor of the Decade
Adam Driver,2020,Winner,HFCS Award,Best Actor
Adam Driver,2019,Winner,IFJA Award,Best Actor
Adam Driver,2019,Winner,ICP Award,Best Lead Actor
Adam Driver,2020,Nominee,ICS Award,Best Actor
Adam Driver,2020,Nominee,INOCA,Best Actor
Adam Driver,2019,Winner,IFCS Award,Best Actor
Adam Driver,2020,Nominee,IFC Award,Best Actor
Adam Driver,2019,Winner,KCFCC Award,Best Actor
Adam Driver,2020,Nominee,LEJA Award,Best Performance by an Actor in a Leading Role
Adam Driver,2020,Nominee,ALFS Award,Actor of the Year
Adam Driver,2019,Nominee,LAFCA Award,Best Actor
Adam Driver,2018,Nominee,LAOFCS Award,Best Supporting Actor
Adam Driver,2015,Winner,Audience Award,Shining Star Award
Adam Driver,2015,Nominee,Golden Nymph,Outstanding Actor in a Comedy TV Series
Adam Driver,2018,Nominee,MTV Movie + TV Award,Best Villain
Adam Driver,2020,Nominee,MCFCA Award,Best Actor
Adam Driver,2020,Nominee,NSFC Award,Best Actor
Adam Driver,2019,Winner,NFCS Award,Best Actor
Adam Driver,2020,Winner,NCFCA Award,Best Actor
Adam Driver,2019,Nominee,NTFCA Award,Best Actor
Adam Driver,2019,Winner,OFCC Award,Best Body of Work
Adam Driver,2019,Winner,OAFFC Award,Best Male Lead
Adam Driver,2020,Winner,OFTA Film Award,Best Actor
Adam Driver,2020,Winner,OFCS Award,Best Actor
Adam Driver,2020,Winner,Desert Palm Achievement Award,Actor
Adam Driver,2019,Winner,PFCC Award,Best Actor
Adam Driver,2019,Winner,PCC Award,Best Actor
Adam Driver,2019,Winner,SDFCS Award,Best Actor
Adam Driver,2019,Nominee,SFFCC Award,Best Actor
Adam Driver,2017,Winner,Sant Jordi,Best Actor in a Foreign Film (Mejor Actor en Película Extranjera)
Adam Driver,2020,Winner,Outstanding Performer of the Year Award,
Adam Driver,2019,Nominee,Satellite Award,Best Actor in a Supporting Role
Adam Driver,2020,Nominee,Actor,Outstanding Performance by a Male Actor in a Leading Role
Adam Driver,2019,Winner,Seattle Film Critics Award,Best Actor
Adam Driver,2019,Winner,SEFCA Award,Best Actor
Adam Driver,2019,Nominee,SLFCA Award,Best Actor
Adam Driver,2018,Nominee,Teen Choice Award,Choice: Hissy Fit
Adam Driver,2019,Winner,Silver Medallion Award,Tribute
Adam Driver,2019,Winner,TFCA Award,Best Actor
Adam Driver,2019,Winner,UFCA Award,Best Actor
Adam Driver,2019,Winner,VFCC Award,Best Actor
Adam Driver,2014,Winner,Volpi Cup,Best Actor
Adam Driver,2016,Nominee,VVFP Award,Best Actor
Adam Driver,2019,Winner,WAFCA Award,Best Actor
Adam Driver,2019,Winner,WFCC Award,Best Actor
Adam Driver,2014,Nominee,Young Hollywood Award,Fan Favorite Actor - Male
Dev Patel,2017,Nominee,Oscar,Best Performance by an Actor in a Supporting Role
Dev Patel,2017,Nominee,Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture
Dev Patel,2020,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Dev Patel,2017,Winner,BAFTA Film Award,Best Supporting Actor
Dev Patel,2017,Winner,AACTA International Award,Best Supporting Actor
Dev Patel,2009,Nominee,Saturn Award,Best Performance by a Younger Actor
Dev Patel,2016,Nominee,Asia Pacific Screen Award,Best Performance by an Actor
Dev Patel,2018,Nominee,APFF Award,Best Supporting Actor
Dev Patel,2019,Nominee,AACTA Award,Best Lead Actor
Dev Patel,2020,Nominee,AFCA Award,Best Actor
Dev Patel,2017,Nominee,BTVA Anime Dub Movie/Special Voice Acting Award,Best Vocal Ensemble in an Anime Feature Film/Special
Dev Patel,2008,Winner,Black Reel,Best Actor
Dev Patel,2019,Nominee,British Independent Film Award,Best Actor
Dev Patel,2020,Nominee,Critics Choice Award,Best Supporting Actor in a Limited Series or Movie Made for Television
Dev Patel,2016,Winner,Capri Supporting Actor Award,
Dev Patel,2009,Nominee,COFCA Award,Best Ensemble
Dev Patel,2008,Winner,CFCA Award,Most Promising Performer
Dev Patel,2018,Nominee,Gold Hugo,Best Narrative Short Film
Dev Patel,2020,Nominee,CinEuphoria,Best Supporting Actor - International Competition
Dev Patel,2008,Nominee,DFCS Award,Best Newcomer
Dev Patel,2009,Nominee,European Film Award,European Actor
Dev Patel,2009,Nominee,Evening Standard British Film Award,Most Promising Newcomer
Dev Patel,2018,Nominee,FCCA Award,Best Actor
Dev Patel,2020,Nominee,Gold Derby TV Award,Comedy Guest Actor
Dev Patel,2008,Nominee,Golden Schmoes,Breakthrough Performance of the Year
Dev Patel,2017,Nominee,HFCS Award,Best Supporting Actor
Dev Patel,2017,Nominee,HFCS Award,Best Supporting Actor
Dev Patel,2013,Nominee,Image Award,Outstanding Supporting Actor in a Drama Series
Dev Patel,2010,Nominee,Irina Palm,Worst British Actor
Dev Patel,2009,Nominee,ALFS Award,British Actor of the Year
Dev Patel,2015,Winner,Best Supporting Actor,
Dev Patel,2009,Nominee,MTV Movie Award,Breakthrough Performance Male
Dev Patel,2014,Winner,Best Actor,
Dev Patel,2008,Winner,NBR Award,Breakthrough Performance by an Actor
Dev Patel,2016,Nominee,NTFCA Award,Best Supporting Actor
Dev Patel,2020,Nominee,OFTA Television Award,Best Guest Actor in a Comedy Series
Dev Patel,2009,Nominee,OFCS Award,Best Breakthrough Performance
Dev Patel,2008,Winner,PFCS Award,Breakout on Camera
Dev Patel,2011,Nominee,Razzie Award,Worst Supporting Actor
Dev Patel,2017,Winner,Virtuoso Award,
Dev Patel,2017,Nominee,Satellite Award,Best Actor in a Supporting Role
Dev Patel,2017,Nominee,Actor,Outstanding Performance by a Male Actor in a Supporting Role
Dev Patel,2016,Nominee,SLFCA Award,Best Supporting Actor
Dev Patel,2018,Nominee,Short Film Grand Jury Prize,
Dev Patel,2009,Nominee,Teen Choice Award,Choice Movie Actor: Drama
Dev Patel,2008,Winner,WAFCA Award,Best Breakthrough Performance
Eddie Murphy,2007,Nominee,Oscar,Best Performance by an Actor in a Supporting Role
Eddie Murphy,2020,Nominee,Golden Globe,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Eddie Murphy,2020,Winner,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Eddie Murphy,2002,Nominee,BAFTA Film Award,Best Performance by an Actor in a Supporting Role
Eddie Murphy,2020,Nominee,Movies for Grownups Award,Best Actor
Eddie Murphy,2002,Nominee,Saturn Award,Best Supporting Actor
Eddie Murphy,2019,Winner,AAFCA Award,Best Actor
Eddie Murphy,2020,Nominee,EDA Award,Best Actor
Eddie Murphy,1997,Nominee,American Comedy Award,Funniest Actor in a Motion Picture (Leading Role)
Eddie Murphy,2008,Nominee,Annie,Best Voice Acting in an Animated Television Production
Eddie Murphy,2020,Nominee,AFCA Award,Best Actor
Eddie Murphy,2020,Nominee,BET Award,Best Actor
Eddie Murphy,2019,Winner,BFCC Award,Best Actor
Eddie Murphy,2020,Winner,Black Reel,"Outstanding Actor, Motion Picture"
Eddie Murphy,2020,Winner,Black Reel,"Outstanding Guest Actor, Comedy Series"
Eddie Murphy,2001,Nominee,Blockbuster Entertainment Award,Favorite Actor - Comedy
