rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
39,6.2,Sara (TV Series 1985) - IMDb,"
                    Sara McKenna is fresh out of law school and decides to share a practice with three other lawyers, including best friend Rozalyn. Secretary Helen watches over the office, especially Marty ...
                    "," Geena Davis
, Alfre Woodard
, Bill Maher
, Mark Hudson
, Bronson Pinchot
, Ronnie Claire Edwards
, Matthew Lawrence
",English,"[' Comedy', ' ', None, None, None]",English, NBC Productions,
28,5.8,The Kennedy Center Honors: A Celebration of the Performing Arts (1984) - IMDb,"
                    "," Walter Cronkite
, Lena Horne
, Danny Kaye
, Gian Carlo Menotti
, Arthur Miller
, Isaac Stern
, Debbie Allen
, Art Buchwald
, Kitty Carlisle
, Joan Copeland
, Martin Landau
, Karl Malden
, Itzhak Perlman
, Roberta Peters
, Carl Reiner
",English,"[' ', None, None, None, None]",English,IMDbPro,
15,8.7,The Magic of David Copperfield VII: Familiares (1985) - IMDb,"
                    This is the 7th CBS Copperfield TV special, introduced by the host "," David Copperfield
, Angie Dickinson
, Teri Copley
, Peggy Fleming
",English,"[' Comedy', ' Family', ' Fantasy', ' Music', None]",English, The Cates Brothers Company,
"11,047",7.1,The Dukes of Hazzard (TV Series 1979–1985) - IMDb,"
                    The adventures of the fast-drivin', rubber-burnin' Duke boys of Hazzard County.
            "," Catherine Bach
, Denver Pyle
, Sorrell Booke
, Waylon Jennings
, Ben Jones
, James Best
, Tom Wopat
, John Schneider
, Sonny Shroyer
, Rick Hurst
",USA,"[' Action', ' Comedy', None, None, None]",USA, Lou Step Productions,"Lake Sherwood, California, USA"
,,The Chemical People (TV Movie 1983) - IMDb,"
                    A two-part program examining the scope of drug and alcohol abuse among schoolchildren. Viewers learn how to spot which children are taking drugs and where to ship them for rehabilitation.
            "," Jennifer Greeley
, Michael Landon
, Nancy Reagan
, Anita Rodriguez
",English,"[' Family', None, None, None, None]",English, WQED, WQED
143,7.8,AFI Life Achievement Award: A Tribute to Lillian Gish (1984) - IMDb,"
                    A tribute to actress Lillian Gish, a pioneer in American cinema whose long and distinguished career began in the early silent era.
            "," Lillian Gish
, Douglas Fairbanks Jr.
, Sally Field
, John Houseman
, John Huston
, Jennifer Jones
, Mary Martin
, Robert Mitchum
, Colleen Moore
, Jeanne Moreau
, Eva Marie Saint
, Mary Steenburgen
, Richard Thomas
, Lily Tomlin
, Richard Widmark
",English,"[' Documentary', ' ', None, None, None]",English, American Film Institute (AFI),
491,5.9,Sparkling Cyanide (TV Movie 1983) - IMDb,"
                    Rosemary Barton, the beautiful wife of a top attorney, dies during their anniversary party at an exclusive restaurant. Later a suicide note is found along with traces of cyanide in her drink, but murder cannot be ruled out.
            "," Anthony Andrews
, Deborah Raffin
, Pamela Bellwood
, Nancy Marchand
, Josef Sommer
, David Huffman
, Christine Belford
, June Chadwick
, Barrie Ingham
, Harry Morgan
, Anne Rogers
, Michael Woods
, Shera Danese
, Ismael 'East' Carlo
, Linda Hoy
",English,"[' Mystery', ' ', None, None, None]",English, Warner Bros. Television,
128,6.9,Jennifer Slept Here (TV Series 1983–1984) - IMDb,"
                    The Elliots are a rich family that has just moved into the home of the late screen legend Jennifer Farrell. But Jennifer is still around... as a ghost that only their son Joey can see.
            "," Ann Jillian
, John P. Navin Jr.
, Brandon Maggart
, Glenn Scarpelli
, Mya Stark
, Georgia Engel
",English,"[' Comedy', ' ', None, None, None]",English, Columbia Pictures Television,
161,5.7,Steal the Sky (TV Movie 1988) - IMDb,"
                    An Israeli agent entices an Iraqi jet pilot to defect with his MIG fighter.
            "," Mariel Hemingway
, Ben Cross
, Sasson Gabai
, Nicolas Surovy
, Ronald Guttman
, Mark Rolston
, Sam Gray
, Andreas Katsulas
, Etti Ankri
, Michael Shillo
, Tamara Triffez
, Yosef Shiloach
, Reuven Bar-Yotam
, Faim Saadi
, Maria Cavaiani
",English,"[' Action', ' ', ' War', None, None]",English, HBO Pictures,
480,7.5,Go Toward the Light (TV Movie 1988) - IMDb,"
                    A young couple faces the realities of life with their child who is diagnosed with AIDS.
            "," Linda Hamilton
, Piper Laurie
, Joshua Harris
, Ned Beatty
, Gary Bayer
, Rosemary Dunsmore
, Steven Eckholdt
, Brian Bonsall
, Mitchell Allen
, Richard Thomas
, Brian Lando
, Ryan McWhorter
, Jack Tate
, John Wesley
, Madison Mason
",English,"[' Drama', ' ', None, None, None]",English, Corapeake / Polson Company,
11,7.4,The 31st Annual Grammy Awards (1989) - IMDb,"
                    Grammy - music award of the American academy of the audio recording, was founded by the American association of sound-recording companies of March, 14, 1958. Grammy is awarded annually as a...
                    "," Paula Abdul
, Herb Alpert
, Christina Applegate
, Anita Baker
, Irene Cara
, Tracy Chapman
, Toni Childs
, The Clark Sisters
, Natalie Cole
, Alice Cooper
, Chick Corea
, Billy Crystal
, Taylor Dayne
, Gloria Estefan
, Melissa Etheridge
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
,,Crimes of Passion (TV Movie 1988) - IMDb,"
                    True crimes of passion stories reenacted byt actors and hosted by James Woods and Bruce Dern.
            "," James Woods
, Maureen Kedes
, Honey Lauren
",English,"[' Crime', None, None, None, None]",English,IMDbPro,
26,6.7,The Best of Everything (1983) - IMDb,"
                    A celebration of America's winners-their drive, their confidence, and their winning style. Segments include victors in the competition for the Oscars, the Tonys, and the Grammys, the Kentucky Derby, other sports and Miss Universe.
            "," Barbara Eden
, Dorothy Loudon
, Hal Linden
, Deborah Adair
, Debbie Allen
, Sandahl Bergman
, Linda Blair
, Nancy Dussault
, José Ferrer
, Jon-Erik Hexum
, Linda Lavin
, Lee Majors
, Liza Minnelli
, Jerry Orbach
, Rex Smith
",English,"[' ', None, None, None, None]",English,IMDbPro,
"1,034",7.7,The Women of Brewster Place (TV Mini-Series 1989) - IMDb,"
                    Based on the novel by Gloria Naylor, which deals with several strong-willed women who live in a rundown housing project on Brewster Place in an unidentified eastern city; across three ...
                    "," Oprah Winfrey
, Mary Alice
, Olivia Cole
, Robin Givens
, Moses Gunn
, Jackée Harry
, Paula Kelly
, Leon
, Lonette McKee
, Barbara Montgomery
, Phyllis Yvonne Stickney
, Lynn Whitfield
, Paul Winfield
, William Allen Young
, Cicely Tyson
, Bruce Beatty
, Vivian Bonnell
, William Frankfather
, Montrose Hagins
, Jinaki
, Clark Johnson
, Homeselle Joy
, Eugene Lee
, Bebe Drake
, Molly McClure
, Glenn Plummer
, Veronica Redd
, Roxanne Reese
, Adrian Ricard
, Ta-Tanisha
, Douglas Turner Ward
, Charles Weldon
, Samm-Art Williams
, Vanessa Bell Armstrong
, Jonathan 'Fudge' Leonard
, Maya Leonard
, Phill Lewis
, Ray Oliver
, Eddie Palmer
, Bee-Be Smith
, Ebonie Smith
, Sheekeena Smith
, Larenz Tate
, Geoffrey Thorne
, Paul Williams
",English,"[' Drama', ' ', None, None, None]",English, Harpo Productions,
8,9.1,Super Night of Rock 'n' Roll (1984) - IMDb,"
                    "," Donny Baldwin
, Chuck Berry
, James Brown
, Craig Chaquico
, Allan Clarke
, Andrew Farriss
, Melvin Franklin
, David Freiberg
, Bob Gaudio
, Paul Guzman-Sanchez
, Howard Hesseman
, Tony Hicks
, Paul Kantner
, Darlene Love
, Graham Nash
",English,"[' Music', ' ', None, None, None]",English, Don Mischer Productions, Don Mischer Productions
11,7.3,Christmas in Aspen (1988) - IMDb,"
                    "," John Denver
, Nitty Gritty Dirt Band
, Anne Murray
",English,"[' ', ' ', None, None, None]",English, Ohlmeyer Communications Company,
11,7.6,The Unforgettable Nat 'King' Cole (TV Movie 1989) - IMDb,"
                    A music documentary that chronicles career of the legendary jazz and R&B crooner "," Harry Belafonte
, Carol Cole
, Freddy Cole
, Maria Cole
, Nat 'King' Cole
, Natalie Cole
, Ella Fitzgerald
, Quincy Jones
, Eartha Kitt
, Oscar Peterson
, Frank Sinatra
, Mel Tormé
",English,"[' Music', ' ', None, None, None]",English, British Broadcasting Corporation (BBC),
7,8.3,"Kenny, Dolly and Willie: Something Inside So Strong (1989) - IMDb","
                    This was a concert performed in Houston for employees of NASA and their families to celebrate the US space program. Archival footage of NASA space missions was shown throughout the concert.
            "," Kenny Rogers
, Dolly Parton
, Willie Nelson
",English,"[' Music', ' ', None, None, None]",English, Kenny Rogers-Barris, Kenny Rogers-Barris
26,7.2,The 11th Annual American Music Awards (1984) - IMDb,"
                    "," Lionel Richie
, Bryan Adams
, Debbie Allen
, Gregg Allman
, Pat Benatar
, Boy George
, Laura Branigan
, Yul Brynner
, Irene Cara
, Richard Carpenter
, Phil Collins
, Charlie Daniels
, Bunny DeBarge
, El DeBarge
, James DeBarge
",English,"[' Music', ' ', None, None, None]",English, Dick Clark Productions, Dick Clark Productions
5,8.2,AIDS: The Global Explosion (TV Movie 1989) - IMDb,"
                    "," Elizabeth Taylor
",English,"[' Documentary', ' ', None, None, None]",English,IMDbPro,
774,7.5,A Perfect Spy (TV Mini-Series 1987) - IMDb,"
                    This is the story of Magnus Pym, from his childhood to the end of his career in middle age. As a young man, there is little doubt that his father Rick was the most influential character in ...
                    "," Ray McAnally
, Rüdiger Weigang
, Alan Howard
, Peter Egan
, Jane Booker
, Tim Healy
, Peggy Ashcroft
, Andy de la Tour
, Jack Ellis
, Benedict Taylor
, Leonard Preston
, Sarah Bullen
, Madeline Church
, Paul Daneman
, Peter Sands
, Lesley Nightingale
, Ian Thompson
, Alan Cohen
",English,"[' Thriller', ' ', None, None, None]",English, British Broadcasting Corporation (BBC),
286,7.7,Murderers Among Us: The Simon Wiesenthal Story (TV Movie 1989) - IMDb,"
                    A biographical portrayal of "," Ben Kingsley
, Renée Soutendijk
, Craig T. Nelson
, Anton Lesser
, Jack Shepherd
, Paul Freeman
, David Threlfall
, Louisa Milwood-Haigh
, Robert Morelli
, Sándor Téri
, Iván Angelusz
, Tamás Borovitz
, John Burgess
, Boroka Béni
, Anna Cropper
",English,"[' Biography', ' ', ' War', None, None]",English, Citadel Entertainment,
"4,602",8.3,Unsolved Mysteries (TV Series 1987–2010) - IMDb,"
                    Combines dramatic re-enactments, interviews and updates, to tell stories of real mysteries, from human to the supernatural.
            "," Robert Stack
, Dennis Farina
",USA," Documentary, , Drama, Mystery, Thriller",USA, Lifetime Television,"Old Tucson - 201 S. Kinney Road, Tucson, Arizona, USA"
74,4.7,A Current Affair (TV Series 1986–1996) - IMDb,"
                    Lurid television 'info-tainment' reporting on sensationalistic topics.
            "," Maureen O'Boyle
, Christopher Chacon
, Stephen Douglas Butler
, Monica Malek-Yonan
, Rosie Malek-Yonan
",English,"[' News', ' ', None, None, None]",English,IMDbPro,
87,7.4,D.C. Follies (TV Series 1987–1989) - IMDb,"
                    Set in a Washington, D.C. bar, Fred Willard was the bartender, and the patrons were all Krofft puppets, including former U.S. Presidents Reagan, Carter, Ford, and Nixon, and news reporters Dan Rather and Ted Koppel.
            "," The Krofft Puppets
, Fred Willard
",USA,"[' Comedy', ' ', None, None, None]",USA, Sid & Marty Krofft Pictures,
,,The Eddie Rabbit Special (TV Movie 1983) - IMDb,"
                    "," Eddie Rabbitt
, Hare Trigger Band
, Anne Murray
, Donna Summer
, The Thompson-Knapp Dancers
, Lesley Ann Warren
",English,"[' Music', None, None, None, None]",English,IMDbPro,
366,7.4,Day One (TV Movie 1989) - IMDb,"
                    The complicated relationship between physicist Leo Szilard, scientist J. Robert Oppenheimer and General Leslie Groves. Assigned to oversee the project, Groves chooses Oppenheimer to build ...
                    "," Brian Dennehy
, David Strathairn
, Michael Tucker
, Hume Cronyn
, Richard Dysart
, Hal Holbrook
, Barnard Hughes
, John McMartin
, David Ogden Stiers
, Anne Twomey
, Lawrence Dane
, Ron Frazier
, Olek Krupa
, Bernie McInerney
, John Pielmeier
",English,"[' Drama', ' ', None, None, None]",English, AT&T,
,,Rock 'n' Roll Tonite (TV Series 1983– ) - IMDb,"
                    ",,English,"[' Music', None, None, None, None]",English,IMDbPro,
"2,065",7.8,Wiseguy (TV Series 1987–2009) - IMDb,"
                    Vinnie Terranova (Ken Wahl) does time in a New Jersey penitentiary to set up his undercover role as an Agent for the O.C.B. (Organized Crime Bureau) of the United States. His roots in a ...
                    "," Jonathan Banks
, Jim Byrnes
, Ken Wahl
",English,"[' Crime', ' Drama', ' Mystery', None, None]",English, Stephen J. Cannell Productions,
,,The Making of Gandhi: Mr. Attenborough and Mr. Gandhi (TV Movie 1983) - IMDb,"
                    The making of the film "," Richard Attenborough
, Ben Kingsley
, Candice Bergen
, Geraldine James
, John Mills
, Martin Sheen
, Mohandas K. Gandhi
",English,"['Gandhi', None, None, None, None]",English, British Broadcasting Corporation (BBC),
537,8.5,To Serve Them All My Days (TV Mini-Series 1980–1981) - IMDb,"
                    David Powlett-Jones has just returned to England from the trenches of WWI. He was injured and shell-shocked and, after a spell in hospital he gets a job teaching in a boys boarding school ...
                    "," John Duttine
, Frank Middlemass
, Alan MacNaughtan
, Patricia Lawrence
, Neil Stacy
",English,"[' Drama', ' ', None, None, None]",English, British Broadcasting Corporation (BBC),
188,7.6,Rocky Mountain Holiday with John Denver and the Muppets (1983) - IMDb,"
                    John Denver takes the Muppets (tm) on a camping trip in the mountains of Colorado.
            "," John Denver
, Frank Oz
, Jerry Nelson
, Dave Goelz
, Richard Hunt
, Steve Whitmire
, Karen Prell
, Kathryn Mullen
, Jim Henson
",USA,"[' Comedy', ' ', ' Music', None, None]",USA, Henson Associates (HA),"Colorado, USA"
"5,352",7.0,Cops (TV Series 1989–2020) - IMDb,"
                    Camera crews follow police officers while they work.
            "," Ruben Barela
, Andrew Fincher
, Alex Cox
, Heather Ashley Chase
, Ryan Mann
, Michael Roberts
, Thomas Lynn
",USA,"[' Action', ' Crime', ' Reality-TV', None, None]",USA, 20th Century Fox Television,"Albuquerque, New Mexico, USA"
13,6.5,Mario Lanza: The American Caruso (TV Movie 1983) - IMDb,"
                    The tempestuous life and artistic career of tenor/movie idol Mario Lanza, told through interviews with his friends, his children, his co-stars; and illustrated with television show and ...
                    "," Plácido Domingo
, Zsa Zsa Gabor
, Kathryn Grayson
, Dorothy Kirsten
, Gisele MacKenzie
, Joe Pasternak
, Terry Robinson
, Michael Stern
, Sam Weiler
",English,"['Stephan Chodorov, co-executive producer', None, None, None, None]",English,IMDbPro,
,,King Penguin: Stranded Beyond the Falklands (TV Movie 1983) - IMDb,"
                    In March 1982, two wildlife photographers became stranded on South Georgia Island in the southern Atlantic Ocean during the Falklands War between the United Kingdom and Argentina.
            "," Cindy Buxton
, Annie Price
, Orson Welles
",,"[None, None, None, None, None]",See more,IMDbPro,
,,Screenwriters: Word Into Image (TV Series 1982– ) - IMDb,"
                    "," Carl Foreman
, William Goldman
, Paul Mazursky
, Eleanor Perry
, Neil Simon
, Robert Towne
",English,"[None, None, None, None, None]", Add content advisory for parents,IMDbPro,
9,6.4,Over Easy (TV Series 1977–1982) - IMDb,"
                    A talk show with news, interviews, and entertainment aimed at the older viewer.
            "," Hugh Downs
",English,"[' Talk-Show', None, None, None, None]",English, KQED, KQED
15,8.7,"I, Leonardo: A Journey of the Mind (TV Movie 1983) - IMDb","
                    "," Frank Langella
, David Bryant
, Richard Burton
, Walter Cronkite
, Joseph Maher
, Jeremiah Sullivan
, Louis Turenne
",English,"[' Biography', ' ', None, None, None]",English,IMDbPro,
,,The Body Human: The Living Code (TV Movie 1983) - IMDb,"
                    Designer genes are the subject of this interesting documentary about the hereditary messages carried in the basic material of life.
            "," Alexander Scourby
, Rich Little
",English,"['Anonymous', None, None, None, None]",English,IMDbPro,
974,7.3,Square Pegs (TV Series 1982–1983) - IMDb,"
                    Patty Greene and Lauren Hutchinson, two awkward teenage girls, are desperate to fit in at Weemawee High School.
            "," Sarah Jessica Parker
, Amy Linker
, Merritt Butrick
, John Femia
, Tracy Nelson
, Jami Gertz
, Claudette Wells
, Jon Caliri
",USA,"[' Comedy', ' ', None, None, None]",USA, Embassy Television,"Excelsior High School - 15711 Pioneer Boulevard, Norwalk, California, USA"
13,6.6,Texaco Star Theater: Opening Night (1982) - IMDb,"
                    "," Debbie Allen
, Steve Allen
, Ken Berry
, Carol Burnett
, Sammy Davis Jr.
, Pam Dawber
, Plácido Domingo
, Zsa Zsa Gabor
, Robert Guillaume
, Ann Jillian
, Ethel Merman
, Joe Namath
, Donald O'Connor
, Bernadette Peters
, Charles Nelson Reilly
",English,"[' Musical', ' ', None, None, None]",English, Pasetta Productions, Pasetta Productions
"29,661",6.9,Knight Rider (TV Series 1982–1986) - IMDb,"
                    A lone crimefighter battles the forces of evil with the help of a virtually indestructible and artificially intelligent supercar.
            "," David Hasselhoff
, Edward Mulhare
, Richard Basehart
, Patricia McPherson
",USA,"[' Action', ' ', ' Drama', ' Sci-Fi', None]",USA, Glen A. Larson Productions,"Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA"
45,6.7,Uncommon Valor (TV Movie 1983) - IMDb,"
                    A mentally disturbed man sets fire to a Utah hospital, endangering the lives of staff, patients and a team of firefighters
            "," Spencer Alston
, Jay Bernard
, Nancy Borgenicht
, Brendan Burns
, Julie Cobb
, Norman Fell
, Michael Flynn
, Jessie Frazier
, Gene Gant
, Nicholas Guest
, John Hansen
, Eric Hart
, Sherry Hursey
, Salome Jens
, Chris Lemmon
",English,"[' Action', ' ', None, None, None]",English, Brademan Self Productions,
46,7.2,An All-Star Toast to the Improv (1988) - IMDb,"
                    To celebrate the ""birthday"" of the famous Improv comedy club, 6 famous comedians get up on stage and do their thing. However, to make things interesting, while each one does his particular ...
                    "," Billy Crystal
, Robert Klein
, Richard Lewis
, Martin Mull
, Paul Rodriguez
, Robin Williams
",English,"[' Comedy', ' ', None, None, None]",English, Home Box Office (HBO), Home Box Office (HBO)
30,7.4,Legacy of the Hollywood Blacklist (TV Movie 1987) - IMDb,"
                    "," Burt Lancaster
, Sylvia Jarrico
, Evelyn Keyes
, Sadie Ornitz
, Nikola Trumbo
, Tiba Willner
, Becca Wilson
, Zelma Wilson
, Jane Wyatt
",English,"[' Documentary', ' ', None, None, None]",English, One Step Productions, One Step Productions
533,6.8,Something Is Out There (TV Mini-Series 1988) - IMDb,"
                    Two police officers investigate a series of brutal murders in which the victims have had bodily organs removed. When one of them questions a young woman who has been seen at the crime ...
                    "," Joe Cortese
, Maryam d'Abo
, George Dzundza
, Gregory Sierra
, Kim Delaney
, John Putch
, Robert Webber
, Earl Billings
, Noelle Bou-Sliman
, Jack Bricker
, Richard Burns
, Joseph Cali
, Christopher Carroll
, Andi Chapman
, Tyler Coppin
, Michael Cutt
, Roger Eagle
, James Emery
, Matthew Faison
, Cal Gibson
, Kristoffer Greaves
, David Jobling
, Melanie Jones
, Mickey Jones
, Doug MacHugh
, Héctor Mercado
, Lori Michaels
, Dan Moriarty
, Ian Mortimer
, Hope North
, John O'Hurley
, Anne Ramsay
, Ray Reinhardt
, Hank Rolike
, Clive Rosengren
, Jack Scalici
, Dean Scofield
, Robert Taylor
, Brian Thompson
",English," Action, , Drama, Horror, Mystery",English, Columbia Pictures Television,
13,4.9,The King of Love (TV Movie 1987) - IMDb,"
                    A publishing empire founder discovers that his rise to power was costly.
            "," Katy Boyer
, Ian Davidson
, Robin Gammell
, Cameron Lawrence
, Kaaren Lee
, Michael Lerner
, Nick Mancuso
, Alan Rosenberg
, Samantha Schacher
, Theodore Carl Soderberg
, Rip Torn
, Sela Ward
",English,"[' Drama', None, None, None, None]",English, MGM/UA Television,
,,ABC Presents: A Royal Gala (1988) - IMDb,"
                    Comedy/Variety program staged for Prince Charles and Princess Diana at the London Palladium.
            "," Belinda Carlisle
, Phil Collins
, Gloria Estefan
, David Frost
, Art Garfunkel
, Amy Grant
, Elton John
, The Miami Sound Machine
, Charlie O'Donnell
, Prince Charles
, Princess Diana
, John Ritter
, James Taylor
, Robin Williams
",English,"[' Comedy', ' ', None, None, None]",English, Jeff Margolis Productions,
15,7.6,The 30th Annual Grammy Awards (1988) - IMDb,"
                    "," Steve Allen
, Herb Alpert
, Anita Baker
, George Benson
, Claude Bolling
, Gioia Bruno
, Cab Calloway
, Belinda Carlisle
, Rosanne Cash
, Andraé Crouch
, Celia Cruz
, Billy Crystal
, Ann Curless
, Terence Trent D'Arby
, Miles Davis
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
136,7.1,"""American Masters"" The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table (TV Episode 1987) - IMDb","
                    Profile of the group of writers and humorists who formed lasting friendships and collaborations centered on their daily lunches at New York City's Algonquin Hotel through the 1920s, which ...
                    "," Heywood Hale Broun
, Marc Connelly
, Margalo Gillmore
, Ruth Gordon
, Averell Harriman
, Helen Hayes
, Franklin P. Adams
, Robert Benchley
, Edna Ferber
, Raoul Fleischman
, Harpo Marx
, Dorothy Parker
, Robert E. Sherwood
, Alexander Woollcott
",English,"[' Documentary', ' Biography', None, None, None]",English, American Masters,
10,5.6,Portrait of America (TV Series 1983–1988) - IMDb,"
                    PORTRAIT OF AMERICA was a five-year, $20 million investment originated by Ted Turner, who believed original programming was the key to the growth of cable television. He also created CNN ...
                    "," Hal Holbrook
",English,"['William Sweney', None, None, None, None]",English, Turner Broadcasting System (TBS), Turner Broadcasting System (TBS)
185,5.8,The 60th Annual Academy Awards (1988) - IMDb,"
                    Award of the American academy of cinematographic arts and sciences, from 1940th known as ""Oscar"", - American film award created in 1929 and traditionally handed to the figures of ...
                    "," Chevy Chase
, James Acheson
, Norma Aleandro
, Wayne Allwine
, Tony Anselmo
, Anne Archer
, Frédéric Back
, Rick Baker
, William Baldwin
, Candice Bergen
, Bernardo Bertolucci
, John Boorman
, Albert Brooks
, James L. Brooks
, Jackson Browne
",English,"[' News', ' ', None, None, None]",English, Academy of Motion Picture Arts and Sciences (AMPAS),
,,The 15th Annual American Music Awards (1988) - IMDb,"
                    "," Herb Alpert
, Nick Ashford
, Anita Baker
, The Bangles
, Larry Blackmon
, Jon Bon Jovi
, Laura Branigan
, Gioia Bruno
, Glen Campbell
, Eric Carmen
, Cher
, Natalie Cole
, Ann Curless
, John Denver
, Gloria Estefan
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
125,8.6,Turandot (TV Movie 1987) - IMDb,"
                    "," James Levine
, Éva Marton
, Plácido Domingo
, Leona Mitchell
, Hugues Cuénod
, Paul Plishka
, Brian Schexnayder
, Allan Glassman
, Anthony Laciura
, Gary Cordial
, Christopher Stocker
, Joseph Fritz
, Arthur Thompson
, Roger Koch
, Scott Forrest
",Italian,"[' Drama', ' ', ' Music', ' Musical', None]",Italian, The Metropolitan Opera,
475,8.7,Buster Keaton: A Hard Act to Follow (TV Mini-Series 1987) - IMDb,"
                    A series about the life, career and works of the movie comedy genius.
            "," Lindsay Anderson
, Charles Lamont
, William R. Cox
, Loyal T. Lucas
, Eleanor Keaton
, Harvey Parry
, Raymond Rohauer
, John Wilson
, Keith Fennell
, William Ernshaw
, Grace Matteson
, Ronald Gilstrap
, Harold Terry
, Dean Riesner
, Anthony D. Nealis
, Gil Perkins
, Albert S. Rogell
, Anthony Simmons
, John Montgomery
, Edward Bernds
, Jack Cummings
, Jerome Medrano
, Billy Beck
, Len 'Spider' Austin
, James Karen
, Gerald Potterton
, John Gillett
, Mick Dillon
, William Collier Jr.
",English,"[' Documentary', ' ', None, None, None]",English, Thames Television,
"1,714",7.9,Dear America: Letters Home from Vietnam (TV Movie 1987) - IMDb,"
                    A documentary featuring letters written by U.S. soldiers, sailors, airmen, and Marines during the Vietnam War to their families and friends back home. Archive footage of the war and news ...
                    "," Tom Berenger
, Ellen Burstyn
, J. Kenneth Campbell
, Richard Chaves
, Josh Cruze
, Willem Dafoe
, Robert De Niro
, Brian Dennehy
, Kevin Dillon
, Matt Dillon
, Robert Downey Jr.
, Michael J. Fox
, Mark Harmon
, John Heard
, Fred Hirz
",English,"[' Documentary', ' ', ' War', None, None]",English, Couturie Company,
686,7.1,Elvis and Me (TV Movie 1988) - IMDb,"
                    The story of "," Susan Walters
, Dale Midkiff
, Linda Miller
, Jon Cypher
, Billy Green Bush
, Anne Haney
, Marshall R. Teague
, Hugh Gillin
, Mark Thomas Miller
, Kristin Holstrom
, Elden Henson
, Erick Ratliff
, Maria Claire
, Sarah Martineck
, Chris Ufland
",English,"[' Biography', ' ', ' Music', ' Romance', None]",English, Navarone Productions,
71,6.7,Right to Die (TV Movie 1987) - IMDb,"
                    A successful woman's life is irrevocably changed when she is diagnosed with A.L.S. and ultimately finds her living situation impossible to endure.
            "," Raquel Welch
, Michael Gross
, Bonnie Bartlett
, Peter Michael Goetz
, Joanna Miles
, Ed O'Neill
, Diane Salinger
, Mark Shera
, Castulo Guerra
, Jaclyn Bernstein
, David Wohl
, Karen Landry
, Alan Fudge
, Gerald Castillo
, Lilyan Chauvin
",English,"[' Drama', ' ', None, None, None]",English, Ohlmeyer Communications Company,
,,The 21st Annual Academy of Country Music Awards (1986) - IMDb,"
                    "," Alabama
, Mac Davis
, The Highwaymen
, George Jones
, The Judds
, Sara Mann
, Reba McEntire
, Ronnie Milsap
, Judy Rodman
, John Schneider
, George Strait
, Randy Travis
",English,"[' Music', ' ', None, None, None]",English, Dick Clark Productions, Dick Clark Productions
,,Nell Carter... Never Too Old to Dream (1986) - IMDb,"
                    "," Nell Carter
, Harry Anderson
, The Four Tops
, Phylicia Rashad
, Levi Stubbs
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
"3,626",6.1,Silver Spoons (TV Series 1982–1987) - IMDb,"
                    Ricky Stratton is a spoiled rich kid who lives the life that many kids dream of, but he still suffers from the problems that many teens do.
            "," Ricky Schroder
, Erin Gray
, Joel Higgins
, Franklyn Seales
, Alfonso Ribeiro
",English,"[' Comedy', ' Family', None, None, None]",English, Embassy Television,
572,7.3,The Statue of Liberty (1985) - IMDb,"
                    Documentary showing the history of the world-famous Statue of Liberty in New York harbor, the impact it still has on people and the state of liberty as a personal and political concept in America in 1985.
            "," David McCullough
, Jeremy Irons
, Derek Jacobi
, Paul Roebling
, Arthur Miller
, Milos Forman
, Tucker Burr
, Wendy Tilghman
, Camilla Rockwell
, Youyoute Aseignot
, James Baldwin
, Josephine Bianco
, Rosie Block
, Ray Charles
, Rodolpho Cid
",English,"[' Documentary', ' ', None, None, None]",English, Florentine Films, Florentine Films
42,7.5,The Indomitable Teddy Roosevelt (1983) - IMDb,"
                    Theodore Roosevelt was one of the most extraordinary Americans who lived, a larger-than-life legend whose story has to be seen to be believed. Ingeniously weaving extremely rare archive ...
                    "," Bob Boyd
, John Gable
, Thomas Batty
, Lisette Clemens
, William Kapinski
, Harold Mark Kingsley
, Sean Lavin
, Theodore Roosevelt V
, Michael Roosevelt
, Philippa B. Roosevelt
, Pippi Roosevelt
, Theodore Roosevelt
, George C. Scott
",English,"[' Documentary', ' ', None, None, None]",English, Gannett/Anacapa,
64,8.2,W.C. Fields: Straight Up (TV Movie 1986) - IMDb,"
                    "," Dudley Moore
, W.C. Fields
, Harry Caplan
, Teet Carle
, Ronald J. Fields
, Will Fowler
, Everett Freeman
, Gloria Jean
, Madge Kennedy
, Leonard Maltin
, Joseph L. Mankiewicz
, Doris Vinton
, Baby LeRoy
, Edgar Bergen
, George Cukor
",English,"[' Documentary', ' ', None, None, None]",English, Whyaduck Productions,
14,6.9,The 28th Annual Grammy Awards (1986) - IMDb,"
                    "," Herb Alpert
, James Blackwood
, Rubén Blades
, James Brown
, Luis Cardenas
, Ron Carter
, Ray Charles
, Eric Clapton
, Stanley Clarke
, Phil Collins
, Billy Crystal
, El DeBarge
, Jon Faddis
, Roberta Flack
, Dizzy Gillespie
",English,"[' Music', ' ', None, None, None]",English, Pierre Cossette Enterprises,
